hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility,rate_non_facility_adj,rate_facility_adj,locality_name,work_gpci,pe_gpci,mp_gpci
48148,,A,19.88,10.09,10.09,5.3,35.27,35.27,33.4009,1178.05,1178.05,1125.88,1125.88,SOUTH CAROLINA,1.0,0.924,0.85
48150,,A,51.52,21.52,21.52,12.92,85.96,85.96,33.4009,2871.14,2871.14,2751.78,2751.78,SOUTH CAROLINA,1.0,0.924,0.85
48152,,A,47.43,19.9,19.9,12.7,80.03,80.03,33.4009,2673.07,2673.07,2558.93,2558.93,SOUTH CAROLINA,1.0,0.924,0.85
48153,,A,51.47,20.9,20.9,13.34,85.71,85.71,33.4009,2862.79,2862.79,2742.9,2742.9,SOUTH CAROLINA,1.0,0.924,0.85
48154,,A,47.66,19.95,19.95,12.76,80.37,80.37,33.4009,2684.43,2684.43,2569.86,2569.86,SOUTH CAROLINA,1.0,0.924,0.85
48155,,A,28.71,15.24,15.24,7.29,51.24,51.24,33.4009,1711.46,1711.46,1636.25,1636.25,SOUTH CAROLINA,1.0,0.924,0.85
48400,,A,1.9,0.46,0.46,0.49,2.85,2.85,33.4009,95.19,95.19,91.57,91.57,SOUTH CAROLINA,1.0,0.924,0.85
48500,,A,17.71,10.24,10.24,4.74,32.69,32.69,33.4009,1091.88,1091.88,1042.13,1042.13,SOUTH CAROLINA,1.0,0.924,0.85
48510,,A,16.76,10.01,10.01,4.48,31.25,31.25,33.4009,1043.78,1043.78,995.92,995.92,SOUTH CAROLINA,1.0,0.924,0.85
48520,,A,17.7,8.53,8.53,4.74,30.97,30.97,33.4009,1034.43,1034.43,989.02,989.02,SOUTH CAROLINA,1.0,0.924,0.85
48540,,A,21.39,9.43,9.43,5.72,36.54,36.54,33.4009,1220.47,1220.47,1167.87,1167.87,SOUTH CAROLINA,1.0,0.924,0.85
48545,,A,21.67,10.38,10.38,5.78,37.83,37.83,33.4009,1263.56,1263.56,1208.25,1208.25,SOUTH CAROLINA,1.0,0.924,0.85
48547,,A,29.62,12.3,12.3,7.93,49.85,49.85,33.4009,1665.03,1665.03,1594.08,1594.08,SOUTH CAROLINA,1.0,0.924,0.85
48548,,A,27.39,11.9,11.9,7.33,46.62,46.62,33.4009,1557.15,1557.15,1490.22,1490.22,SOUTH CAROLINA,1.0,0.924,0.85
48552,,A,4.19,1.02,1.02,1.12,6.33,6.33,33.4009,211.43,211.43,203.23,203.23,SOUTH CAROLINA,1.0,0.924,0.85
48554,,R,36.86,30.08,30.08,9.73,76.67,76.67,33.4009,2560.85,2560.85,2435.74,2435.74,SOUTH CAROLINA,1.0,0.924,0.85
48556,,A,18.98,13.27,13.27,5.06,37.31,37.31,33.4009,1246.19,1246.19,1187.15,1187.15,SOUTH CAROLINA,1.0,0.924,0.85
49000,,A,12.23,6.58,6.58,3.01,21.82,21.82,33.4009,728.81,728.81,697.02,697.02,SOUTH CAROLINA,1.0,0.924,0.85
49002,,A,17.19,7.71,7.71,4.27,29.17,29.17,33.4009,974.3,974.3,933.34,933.34,SOUTH CAROLINA,1.0,0.924,0.85
49010,,A,15.66,6.34,6.34,3.88,25.88,25.88,33.4009,864.42,864.42,828.88,828.88,SOUTH CAROLINA,1.0,0.924,0.85
49013,,A,8.14,1.97,1.97,2.17,12.28,12.28,33.4009,410.16,410.16,394.29,394.29,SOUTH CAROLINA,1.0,0.924,0.85
49014,,A,6.56,2.05,2.05,1.75,10.36,10.36,33.4009,346.03,346.03,332.06,332.06,SOUTH CAROLINA,1.0,0.924,0.85
49020,,A,26.0,12.21,12.21,6.34,44.55,44.55,33.4009,1488.01,1488.01,1425.25,1425.25,SOUTH CAROLINA,1.0,0.924,0.85
49040,,A,16.11,8.45,8.45,4.15,28.71,28.71,33.4009,958.94,958.94,916.7,916.7,SOUTH CAROLINA,1.0,0.924,0.85
49060,,A,18.07,8.41,8.41,4.24,30.72,30.72,33.4009,1026.08,1026.08,983.48,983.48,SOUTH CAROLINA,1.0,0.924,0.85
49062,,A,11.91,6.87,6.87,3.18,21.96,21.96,33.4009,733.48,733.48,700.11,700.11,SOUTH CAROLINA,1.0,0.924,0.85
49082,,A,1.21,5.93,0.72,0.2,7.34,2.13,33.4009,245.16,71.14,229.11,68.31,SOUTH CAROLINA,1.0,0.924,0.85
49083,,A,1.95,6.35,0.62,0.21,8.51,2.78,33.4009,284.24,92.85,267.07,90.23,SOUTH CAROLINA,1.0,0.924,0.85
49084,,A,1.95,0.46,0.46,0.46,2.87,2.87,33.4009,95.86,95.86,92.39,92.39,SOUTH CAROLINA,1.0,0.924,0.85
49180,,A,1.69,3.23,0.26,0.18,5.1,2.13,33.4009,170.34,71.14,161.24,69.58,SOUTH CAROLINA,1.0,0.924,0.85
49185,,A,2.29,33.53,0.56,0.3,36.12,3.15,33.4009,1206.44,105.21,1119.82,102.29,SOUTH CAROLINA,1.0,0.924,0.85
49186,,A,21.45,10.28,10.28,4.84,36.57,36.57,33.4009,1221.47,1221.47,1171.13,1171.13,SOUTH CAROLINA,1.0,0.924,0.85
49187,,A,27.93,11.95,11.95,6.42,46.3,46.3,33.4009,1546.46,1546.46,1483.96,1483.96,SOUTH CAROLINA,1.0,0.924,0.85
49188,,A,33.15,14.67,14.67,7.64,55.46,55.46,33.4009,1852.41,1852.41,1776.9,1776.9,SOUTH CAROLINA,1.0,0.924,0.85
49189,,A,39.0,16.29,16.29,9.0,64.29,64.29,33.4009,2147.34,2147.34,2060.9,2060.9,SOUTH CAROLINA,1.0,0.924,0.85
49190,,A,48.75,19.26,19.26,11.04,79.05,79.05,33.4009,2640.34,2640.34,2536.14,2536.14,SOUTH CAROLINA,1.0,0.924,0.85
49215,,A,36.86,15.04,15.04,8.08,59.98,59.98,33.4009,2003.39,2003.39,1924.73,1924.73,SOUTH CAROLINA,1.0,0.924,0.85
49250,,A,8.78,6.13,6.13,2.1,17.01,17.01,33.4009,568.15,568.15,542.07,542.07,SOUTH CAROLINA,1.0,0.924,0.85
49255,,A,12.25,7.4,7.4,2.86,22.51,22.51,33.4009,751.85,751.85,718.74,718.74,SOUTH CAROLINA,1.0,0.924,0.85
49320,,A,5.01,3.23,3.23,1.23,9.47,9.47,33.4009,316.31,316.31,301.94,301.94,SOUTH CAROLINA,1.0,0.924,0.85
49321,,A,5.3,3.3,3.3,1.26,9.86,9.86,33.4009,329.33,329.33,314.64,314.64,SOUTH CAROLINA,1.0,0.924,0.85
49322,,A,5.86,3.36,3.36,1.42,10.64,10.64,33.4009,355.39,355.39,339.74,339.74,SOUTH CAROLINA,1.0,0.924,0.85
49323,,A,9.97,5.79,5.79,2.33,18.09,18.09,33.4009,604.22,604.22,577.85,577.85,SOUTH CAROLINA,1.0,0.924,0.85
49324,,A,6.16,3.19,3.19,1.61,10.96,10.96,33.4009,366.07,366.07,349.91,349.91,SOUTH CAROLINA,1.0,0.924,0.85
49325,,A,6.65,3.26,3.26,1.73,11.64,11.64,33.4009,388.79,388.79,371.84,371.84,SOUTH CAROLINA,1.0,0.924,0.85
49326,,A,3.41,0.76,0.76,0.9,5.07,5.07,33.4009,169.34,169.34,162.9,162.9,SOUTH CAROLINA,1.0,0.924,0.85
49327,,A,2.32,0.56,0.56,0.61,3.49,3.49,33.4009,116.57,116.57,112.09,112.09,SOUTH CAROLINA,1.0,0.924,0.85
49400,,A,1.83,2.47,0.31,0.21,4.51,2.35,33.4009,150.64,78.49,143.32,76.65,SOUTH CAROLINA,1.0,0.924,0.85
49402,,A,13.74,6.88,6.88,3.32,23.94,23.94,33.4009,799.62,799.62,765.52,765.52,SOUTH CAROLINA,1.0,0.924,0.85
49405,,A,3.9,20.76,0.67,0.42,25.08,4.99,33.4009,837.69,166.67,782.89,162.87,SOUTH CAROLINA,1.0,0.924,0.85
49406,,A,3.9,20.74,0.67,0.42,25.06,4.99,33.4009,837.03,166.67,782.27,162.87,SOUTH CAROLINA,1.0,0.924,0.85
49407,,A,4.14,17.41,0.74,0.51,22.06,5.39,33.4009,736.82,180.03,690.07,175.6,SOUTH CAROLINA,1.0,0.924,0.85
49411,,A,3.48,10.25,0.9,0.36,14.09,4.74,33.4009,470.62,158.32,442.8,154.23,SOUTH CAROLINA,1.0,0.924,0.85
49412,,A,1.46,0.36,0.36,0.39,2.21,2.21,33.4009,73.82,73.82,70.95,70.95,SOUTH CAROLINA,1.0,0.924,0.85
49418,,A,3.86,23.83,0.93,0.44,28.13,5.23,33.4009,939.57,174.69,876.87,170.12,SOUTH CAROLINA,1.0,0.924,0.85
49419,,A,6.9,3.23,3.23,1.59,11.72,11.72,33.4009,391.46,391.46,375.29,375.29,SOUTH CAROLINA,1.0,0.924,0.85
49421,,A,4.1,1.06,1.06,1.03,6.19,6.19,33.4009,206.75,206.75,198.9,198.9,SOUTH CAROLINA,1.0,0.924,0.85
49422,,A,3.9,1.18,1.18,0.96,6.04,6.04,33.4009,201.74,201.74,193.94,193.94,SOUTH CAROLINA,1.0,0.924,0.85
49423,,A,1.42,14.87,0.24,0.16,16.45,1.82,33.4009,549.44,60.79,510.9,59.38,SOUTH CAROLINA,1.0,0.924,0.85
49424,,A,0.74,4.31,0.15,0.07,5.12,0.96,33.4009,171.01,32.06,159.72,31.33,SOUTH CAROLINA,1.0,0.924,0.85
49425,,A,11.91,7.26,7.26,3.18,22.35,22.35,33.4009,746.51,746.51,712.15,712.15,SOUTH CAROLINA,1.0,0.924,0.85
49426,,A,10.15,6.38,6.38,2.71,19.24,19.24,33.4009,642.63,642.63,612.86,612.86,SOUTH CAROLINA,1.0,0.924,0.85
49427,,A,0.87,0.08,0.08,0.11,1.06,1.06,33.4009,35.4,35.4,34.65,34.65,SOUTH CAROLINA,1.0,0.924,0.85
49428,,A,6.7,3.84,3.84,1.78,12.32,12.32,33.4009,411.5,411.5,392.83,392.83,SOUTH CAROLINA,1.0,0.924,0.85
49429,,A,7.25,3.82,3.82,1.94,13.01,13.01,33.4009,434.55,434.55,415.13,415.13,SOUTH CAROLINA,1.0,0.924,0.85
49435,,A,2.19,0.41,0.41,0.57,3.17,3.17,33.4009,105.88,105.88,101.98,101.98,SOUTH CAROLINA,1.0,0.924,0.85
49436,,A,2.65,13.51,1.99,0.68,16.84,5.32,33.4009,562.47,177.69,524.77,169.23,SOUTH CAROLINA,1.0,0.924,0.85
49440,,A,3.83,19.34,1.08,0.43,23.6,5.34,33.4009,788.26,178.36,737.01,173.46,SOUTH CAROLINA,1.0,0.924,0.85
49441,,A,4.41,24.27,1.39,0.71,29.39,6.51,33.4009,981.65,217.44,916.49,210.35,SOUTH CAROLINA,1.0,0.924,0.85
49442,,A,3.66,18.18,1.32,0.36,22.2,5.34,33.4009,741.5,178.36,693.55,173.21,SOUTH CAROLINA,1.0,0.924,0.85
49446,,A,2.98,19.53,0.45,0.35,22.86,3.78,33.4009,763.54,126.26,712.21,123.36,SOUTH CAROLINA,1.0,0.924,0.85
49450,,A,1.33,15.41,0.21,0.15,16.89,1.69,33.4009,564.14,56.45,524.27,55.16,SOUTH CAROLINA,1.0,0.924,0.85
49451,,A,1.79,16.02,0.28,0.21,18.02,2.28,33.4009,601.88,76.15,560.17,74.39,SOUTH CAROLINA,1.0,0.924,0.85
49452,,A,2.79,18.69,0.41,0.3,21.78,3.5,33.4009,727.47,116.9,678.52,114.36,SOUTH CAROLINA,1.0,0.924,0.85
49460,,A,0.94,20.31,0.22,0.12,21.37,1.28,33.4009,713.78,42.75,661.62,41.59,SOUTH CAROLINA,1.0,0.924,0.85
49465,,A,0.6,3.23,0.11,0.06,3.89,0.77,33.4009,129.93,25.72,121.43,25.14,SOUTH CAROLINA,1.0,0.924,0.85
49491,,A,12.22,7.39,7.39,3.26,22.87,22.87,33.4009,763.88,763.88,728.79,728.79,SOUTH CAROLINA,1.0,0.924,0.85
49492,,A,15.04,8.22,8.22,4.02,27.28,27.28,33.4009,911.18,911.18,870.17,870.17,SOUTH CAROLINA,1.0,0.924,0.85
49495,,A,6.05,4.29,4.29,1.62,11.96,11.96,33.4009,399.47,399.47,380.47,380.47,SOUTH CAROLINA,1.0,0.924,0.85
49496,,A,9.18,6.21,6.21,2.46,17.85,17.85,33.4009,596.21,596.21,568.12,568.12,SOUTH CAROLINA,1.0,0.924,0.85
49500,,A,5.69,5.15,5.15,1.51,12.35,12.35,33.4009,412.5,412.5,391.86,391.86,SOUTH CAROLINA,1.0,0.924,0.85
49501,,A,9.13,5.99,5.99,2.44,17.56,17.56,33.4009,586.52,586.52,559.09,559.09,SOUTH CAROLINA,1.0,0.924,0.85
49505,,A,7.76,5.4,5.4,2.05,15.21,15.21,33.4009,508.03,508.03,484.05,484.05,SOUTH CAROLINA,1.0,0.924,0.85
49507,,A,8.86,5.83,5.83,2.32,17.01,17.01,33.4009,568.15,568.15,541.73,541.73,SOUTH CAROLINA,1.0,0.924,0.85
49520,,A,9.74,5.91,5.91,2.56,18.21,18.21,33.4009,608.23,608.23,580.4,580.4,SOUTH CAROLINA,1.0,0.924,0.85
49521,,A,11.19,6.4,6.4,2.92,20.51,20.51,33.4009,685.05,685.05,654.18,654.18,SOUTH CAROLINA,1.0,0.924,0.85
49525,,A,8.71,5.61,5.61,2.28,16.6,16.6,33.4009,554.45,554.45,528.79,528.79,SOUTH CAROLINA,1.0,0.924,0.85
49540,,A,10.47,6.1,6.1,2.7,19.27,19.27,33.4009,643.64,643.64,614.62,614.62,SOUTH CAROLINA,1.0,0.924,0.85
49550,,A,8.77,5.65,5.65,2.3,16.72,16.72,33.4009,558.46,558.46,532.6,532.6,SOUTH CAROLINA,1.0,0.924,0.85
49553,,A,9.67,6.04,6.04,2.52,18.23,18.23,33.4009,608.9,608.9,580.94,580.94,SOUTH CAROLINA,1.0,0.924,0.85
49555,,A,9.16,5.85,5.85,2.46,17.47,17.47,33.4009,583.51,583.51,556.34,556.34,SOUTH CAROLINA,1.0,0.924,0.85
49557,,A,11.33,6.45,6.45,2.95,20.73,20.73,33.4009,692.4,692.4,661.25,661.25,SOUTH CAROLINA,1.0,0.924,0.85
49591,,A,5.81,2.15,2.15,1.49,9.45,9.45,33.4009,315.64,315.64,302.72,302.72,SOUTH CAROLINA,1.0,0.924,0.85
49592,,A,8.25,2.67,2.67,2.16,13.08,13.08,33.4009,436.88,436.88,419.28,419.28,SOUTH CAROLINA,1.0,0.924,0.85
49593,,A,10.0,3.11,3.11,2.61,15.72,15.72,33.4009,525.06,525.06,504.09,504.09,SOUTH CAROLINA,1.0,0.924,0.85
49594,,A,13.12,3.86,3.86,3.45,20.43,20.43,33.4009,682.38,682.38,655.3,655.3,SOUTH CAROLINA,1.0,0.924,0.85
49595,,A,13.59,4.03,4.03,3.47,21.09,21.09,33.4009,704.42,704.42,676.81,676.81,SOUTH CAROLINA,1.0,0.924,0.85
49596,,A,18.2,5.11,5.11,4.73,28.04,28.04,33.4009,936.56,936.56,899.89,899.89,SOUTH CAROLINA,1.0,0.924,0.85
49600,,A,11.26,6.8,6.8,3.01,21.07,21.07,33.4009,703.76,703.76,671.41,671.41,SOUTH CAROLINA,1.0,0.924,0.85
49605,,A,84.91,26.81,26.81,22.74,134.46,134.46,33.4009,4491.09,4491.09,4309.1,4309.1,SOUTH CAROLINA,1.0,0.924,0.85
49606,,A,18.53,8.27,8.27,4.94,31.74,31.74,33.4009,1060.14,1060.14,1014.4,1014.4,SOUTH CAROLINA,1.0,0.924,0.85
49610,,A,10.64,6.36,6.36,2.84,19.84,19.84,33.4009,662.67,662.67,632.3,632.3,SOUTH CAROLINA,1.0,0.924,0.85
49611,,A,9.11,6.13,6.13,2.43,17.67,17.67,33.4009,590.19,590.19,562.46,562.46,SOUTH CAROLINA,1.0,0.924,0.85
49613,,A,7.23,2.5,2.5,1.86,11.59,11.59,33.4009,387.12,387.12,371.45,371.45,SOUTH CAROLINA,1.0,0.924,0.85
49614,,A,9.99,3.09,3.09,2.61,15.69,15.69,33.4009,524.06,524.06,503.14,503.14,SOUTH CAROLINA,1.0,0.924,0.85
49615,,A,11.17,3.4,3.4,2.91,17.48,17.48,33.4009,583.85,583.85,560.64,560.64,SOUTH CAROLINA,1.0,0.924,0.85
49616,,A,15.16,4.34,4.34,3.95,23.45,23.45,33.4009,783.25,783.25,752.44,752.44,SOUTH CAROLINA,1.0,0.924,0.85
49617,,A,15.63,4.57,4.57,4.0,24.2,24.2,33.4009,808.3,808.3,776.66,776.66,SOUTH CAROLINA,1.0,0.924,0.85
49618,,A,22.1,6.09,6.09,5.69,33.88,33.88,33.4009,1131.62,1131.62,1087.66,1087.66,SOUTH CAROLINA,1.0,0.924,0.85
49621,,A,13.36,3.94,3.94,3.16,20.46,20.46,33.4009,683.38,683.38,657.55,657.55,SOUTH CAROLINA,1.0,0.924,0.85
49622,,A,16.63,4.71,4.71,4.1,25.44,25.44,33.4009,849.72,849.72,817.22,817.22,SOUTH CAROLINA,1.0,0.924,0.85
49623,,A,3.66,0.9,0.9,0.95,5.51,5.51,33.4009,184.04,184.04,176.99,176.99,SOUTH CAROLINA,1.0,0.924,0.85
49650,,A,6.2,4.87,4.87,1.63,12.7,12.7,33.4009,424.19,424.19,403.66,403.66,SOUTH CAROLINA,1.0,0.924,0.85
49651,,A,8.17,6.15,6.15,2.15,16.47,16.47,33.4009,550.11,550.11,523.73,523.73,SOUTH CAROLINA,1.0,0.924,0.85
49900,,A,12.1,8.82,8.82,3.04,23.96,23.96,33.4009,800.29,800.29,762.67,762.67,SOUTH CAROLINA,1.0,0.924,0.85
49904,,A,21.79,11.77,11.77,5.01,38.57,38.57,33.4009,1288.27,1288.27,1233.29,1233.29,SOUTH CAROLINA,1.0,0.924,0.85
49905,,A,6.38,1.57,1.57,1.48,9.43,9.43,33.4009,314.97,314.97,303.57,303.57,SOUTH CAROLINA,1.0,0.924,0.85
50010,,A,11.97,5.7,5.7,1.53,19.2,19.2,33.4009,641.3,641.3,619.16,619.16,SOUTH CAROLINA,1.0,0.924,0.85
50020,,A,17.63,7.53,7.53,2.27,27.43,27.43,33.4009,916.19,916.19,885.7,885.7,SOUTH CAROLINA,1.0,0.924,0.85
50040,,A,16.26,6.59,6.59,2.09,24.94,24.94,33.4009,833.02,833.02,805.82,805.82,SOUTH CAROLINA,1.0,0.924,0.85
50045,,A,16.4,6.62,6.62,2.11,25.13,25.13,33.4009,839.36,839.36,811.99,811.99,SOUTH CAROLINA,1.0,0.924,0.85
50060,,A,20.43,7.46,7.46,2.62,30.51,30.51,33.4009,1019.06,1019.06,987.0,987.0,SOUTH CAROLINA,1.0,0.924,0.85
50065,,A,21.76,7.73,7.73,2.79,32.28,32.28,33.4009,1078.18,1078.18,1044.58,1044.58,SOUTH CAROLINA,1.0,0.924,0.85
50070,,A,21.3,7.63,7.63,2.74,31.67,31.67,33.4009,1057.81,1057.81,1024.71,1024.71,SOUTH CAROLINA,1.0,0.924,0.85
50075,,A,26.41,9.02,9.02,3.39,38.82,38.82,33.4009,1296.62,1296.62,1256.74,1256.74,SOUTH CAROLINA,1.0,0.924,0.85
50080,,A,12.1,5.16,5.16,1.56,18.82,18.82,33.4009,628.6,628.6,607.69,607.69,SOUTH CAROLINA,1.0,0.924,0.85
50081,,A,20.39,6.99,6.99,2.61,29.99,29.99,33.4009,1001.69,1001.69,970.87,970.87,SOUTH CAROLINA,1.0,0.924,0.85
50100,,A,17.01,9.13,9.13,4.54,30.68,30.68,33.4009,1024.74,1024.74,978.82,978.82,SOUTH CAROLINA,1.0,0.924,0.85
50120,,A,16.78,6.61,6.61,2.16,25.55,25.55,33.4009,853.39,853.39,825.79,825.79,SOUTH CAROLINA,1.0,0.924,0.85
50125,,A,17.37,6.82,6.82,2.22,26.41,26.41,33.4009,882.12,882.12,853.68,853.68,SOUTH CAROLINA,1.0,0.924,0.85
50130,,A,18.35,7.02,7.02,2.36,27.73,27.73,33.4009,926.21,926.21,896.56,896.56,SOUTH CAROLINA,1.0,0.924,0.85
50200,,A,2.32,12.17,0.74,0.24,14.73,3.3,33.4009,492.0,110.22,459.9,107.14,SOUTH CAROLINA,1.0,0.924,0.85
50205,,A,11.98,6.39,6.39,2.98,21.35,21.35,33.4009,713.11,713.11,681.96,681.96,SOUTH CAROLINA,1.0,0.924,0.85
50220,,A,18.21,7.59,7.59,3.04,28.84,28.84,33.4009,963.28,963.28,928.78,928.78,SOUTH CAROLINA,1.0,0.924,0.85
50225,,A,21.33,7.64,7.64,2.75,31.72,31.72,33.4009,1059.48,1059.48,1026.3,1026.3,SOUTH CAROLINA,1.0,0.924,0.85
50230,,A,23.21,7.73,7.73,3.27,34.21,34.21,33.4009,1142.64,1142.64,1106.64,1106.64,SOUTH CAROLINA,1.0,0.924,0.85
50234,,A,23.45,8.14,8.14,3.16,34.75,34.75,33.4009,1160.68,1160.68,1124.19,1124.19,SOUTH CAROLINA,1.0,0.924,0.85
50236,,A,26.27,9.5,9.5,3.37,39.14,39.14,33.4009,1307.31,1307.31,1266.31,1266.31,SOUTH CAROLINA,1.0,0.924,0.85
50240,,A,23.6,8.87,8.87,3.18,35.65,35.65,33.4009,1190.74,1190.74,1152.29,1152.29,SOUTH CAROLINA,1.0,0.924,0.85
50250,,A,21.66,8.14,8.14,2.78,32.58,32.58,33.4009,1088.2,1088.2,1053.61,1053.61,SOUTH CAROLINA,1.0,0.924,0.85
50280,,A,16.66,6.67,6.67,2.14,25.47,25.47,33.4009,850.72,850.72,823.07,823.07,SOUTH CAROLINA,1.0,0.924,0.85
50290,,A,15.75,6.48,6.48,2.02,24.25,24.25,33.4009,809.97,809.97,783.4,783.4,SOUTH CAROLINA,1.0,0.924,0.85
50320,,A,21.87,16.68,16.68,5.85,44.4,44.4,33.4009,1483.0,1483.0,1411.35,1411.35,SOUTH CAROLINA,1.0,0.924,0.85
50327,,A,3.9,0.93,0.93,1.0,5.83,5.83,33.4009,194.73,194.73,187.36,187.36,SOUTH CAROLINA,1.0,0.924,0.85
50328,,A,3.41,0.82,0.82,0.86,5.09,5.09,33.4009,170.01,170.01,163.62,163.62,SOUTH CAROLINA,1.0,0.924,0.85
50329,,A,3.26,0.78,0.78,0.83,4.87,4.87,33.4009,162.66,162.66,156.52,156.52,SOUTH CAROLINA,1.0,0.924,0.85
50340,,A,13.69,10.74,10.74,3.65,28.08,28.08,33.4009,937.9,937.9,892.35,892.35,SOUTH CAROLINA,1.0,0.924,0.85
50360,,A,38.88,19.75,19.75,10.03,68.66,68.66,33.4009,2293.31,2293.31,2192.92,2192.92,SOUTH CAROLINA,1.0,0.924,0.85
50365,,A,44.98,26.78,26.78,12.06,83.82,83.82,33.4009,2799.66,2799.66,2671.26,2671.26,SOUTH CAROLINA,1.0,0.924,0.85
50370,,A,18.41,11.96,11.96,4.66,35.03,35.03,33.4009,1170.03,1170.03,1116.33,1116.33,SOUTH CAROLINA,1.0,0.924,0.85
50380,,A,29.36,22.01,22.01,7.87,59.24,59.24,33.4009,1978.67,1978.67,1883.37,1883.37,SOUTH CAROLINA,1.0,0.924,0.85
50382,,A,5.12,22.71,0.8,0.57,28.4,6.49,33.4009,948.59,216.77,888.08,211.89,SOUTH CAROLINA,1.0,0.924,0.85
50384,,A,4.63,19.38,0.72,0.53,24.54,5.88,33.4009,819.66,196.4,767.81,191.91,SOUTH CAROLINA,1.0,0.924,0.85
50385,,A,4.09,25.23,1.08,0.5,29.82,5.67,33.4009,996.01,189.38,929.46,184.14,SOUTH CAROLINA,1.0,0.924,0.85
50386,,A,2.97,19.18,0.96,0.38,22.53,4.31,33.4009,752.52,143.96,701.93,139.62,SOUTH CAROLINA,1.0,0.924,0.85
50387,,A,1.71,13.66,0.25,0.19,15.56,2.15,33.4009,519.72,71.81,484.09,70.23,SOUTH CAROLINA,1.0,0.924,0.85
50389,,A,1.07,10.67,0.18,0.12,11.86,1.37,33.4009,396.13,45.76,368.45,44.7,SOUTH CAROLINA,1.0,0.924,0.85
50390,,A,1.91,0.3,0.3,0.21,2.42,2.42,33.4009,80.83,80.83,79.02,79.02,SOUTH CAROLINA,1.0,0.924,0.85
50391,,A,1.91,1.66,0.39,0.24,3.81,2.54,33.4009,127.26,84.84,121.84,82.65,SOUTH CAROLINA,1.0,0.924,0.85
50396,,A,2.04,0.76,0.76,0.2,3.0,3.0,33.4009,100.2,100.2,97.27,97.27,SOUTH CAROLINA,1.0,0.924,0.85
50400,,A,20.74,7.52,7.52,2.67,30.93,30.93,33.4009,1033.09,1033.09,1000.62,1000.62,SOUTH CAROLINA,1.0,0.924,0.85
50405,,A,25.21,8.78,8.78,3.24,37.23,37.23,33.4009,1243.52,1243.52,1204.99,1204.99,SOUTH CAROLINA,1.0,0.924,0.85
50430,,A,2.83,15.3,0.89,0.34,18.47,4.06,33.4009,616.91,135.61,576.37,131.64,SOUTH CAROLINA,1.0,0.924,0.85
50431,,A,1.07,8.03,0.58,0.12,9.22,1.77,33.4009,307.96,59.12,286.97,57.05,SOUTH CAROLINA,1.0,0.924,0.85
50432,,A,3.9,21.54,0.99,0.43,25.87,5.32,33.4009,864.08,177.69,807.25,173.03,SOUTH CAROLINA,1.0,0.924,0.85
50433,,A,4.92,26.73,1.12,0.53,32.18,6.57,33.4009,1074.84,219.44,1004.33,213.95,SOUTH CAROLINA,1.0,0.924,0.85
50434,,A,3.66,21.83,0.92,0.41,25.9,4.99,33.4009,865.08,166.67,807.61,162.28,SOUTH CAROLINA,1.0,0.924,0.85
50435,,A,1.77,14.9,0.66,0.2,16.87,2.63,33.4009,563.47,87.84,524.65,85.17,SOUTH CAROLINA,1.0,0.924,0.85
50436,,A,2.71,1.02,1.02,0.35,4.08,4.08,33.4009,136.28,136.28,131.93,131.93,SOUTH CAROLINA,1.0,0.924,0.85
50437,,A,4.73,1.41,1.41,0.57,6.71,6.71,33.4009,224.12,224.12,217.69,217.69,SOUTH CAROLINA,1.0,0.924,0.85
50500,,A,20.69,10.02,10.02,5.53,36.24,36.24,33.4009,1210.45,1210.45,1157.31,1157.31,SOUTH CAROLINA,1.0,0.924,0.85
50520,,A,18.41,9.47,9.47,4.91,32.79,32.79,33.4009,1095.22,1095.22,1046.58,1046.58,SOUTH CAROLINA,1.0,0.924,0.85
50525,,A,23.78,11.14,11.14,6.36,41.28,41.28,33.4009,1378.79,1378.79,1318.65,1318.65,SOUTH CAROLINA,1.0,0.924,0.85
50526,,A,25.65,11.6,11.6,6.85,44.1,44.1,33.4009,1472.98,1472.98,1409.21,1409.21,SOUTH CAROLINA,1.0,0.924,0.85
50540,,A,20.57,7.49,7.49,2.64,30.7,30.7,33.4009,1025.41,1025.41,993.17,993.17,SOUTH CAROLINA,1.0,0.924,0.85
50541,,A,16.44,5.99,5.99,2.15,24.58,24.58,33.4009,820.99,820.99,795.02,795.02,SOUTH CAROLINA,1.0,0.924,0.85
50542,,A,20.83,7.73,7.73,2.72,31.28,31.28,33.4009,1044.78,1044.78,1011.53,1011.53,SOUTH CAROLINA,1.0,0.924,0.85
50543,,A,26.72,9.63,9.63,3.46,39.81,39.81,33.4009,1329.69,1329.69,1287.91,1287.91,SOUTH CAROLINA,1.0,0.924,0.85
50544,,A,22.79,7.29,7.29,2.95,33.03,33.03,33.4009,1103.23,1103.23,1069.95,1069.95,SOUTH CAROLINA,1.0,0.924,0.85
50545,,A,24.43,7.91,7.91,3.18,35.52,35.52,33.4009,1186.4,1186.4,1150.39,1150.39,SOUTH CAROLINA,1.0,0.924,0.85
50546,,A,21.32,8.03,8.03,2.96,32.31,32.31,33.4009,1079.18,1079.18,1043.97,1043.97,SOUTH CAROLINA,1.0,0.924,0.85
50547,,A,25.68,14.12,14.12,6.31,46.11,46.11,33.4009,1540.12,1540.12,1472.66,1472.66,SOUTH CAROLINA,1.0,0.924,0.85
