hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility,rate_non_facility_adj,rate_facility_adj,locality_name,work_gpci,pe_gpci,mp_gpci
50548,,A,24.73,7.71,7.71,3.22,35.66,35.66,33.4009,1191.08,1191.08,1155.37,1155.37,SOUTH CAROLINA,1.0,0.924,0.85
50551,,A,5.45,5.14,1.62,0.7,11.29,7.77,33.4009,377.1,259.52,360.54,251.91,SOUTH CAROLINA,1.0,0.924,0.85
50553,,A,5.83,5.48,1.7,0.75,12.06,8.28,33.4009,402.81,276.56,385.15,268.49,SOUTH CAROLINA,1.0,0.924,0.85
50555,,A,6.36,5.68,1.8,0.82,12.86,8.98,33.4009,429.54,299.94,411.01,291.26,SOUTH CAROLINA,1.0,0.924,0.85
50557,,A,6.44,5.81,1.82,0.83,13.08,9.09,33.4009,436.88,303.61,417.98,294.84,SOUTH CAROLINA,1.0,0.924,0.85
50561,,A,7.39,6.47,2.02,0.96,14.82,10.37,33.4009,495.0,346.37,473.77,336.43,SOUTH CAROLINA,1.0,0.924,0.85
50562,,A,10.63,3.36,3.36,1.35,15.34,15.34,33.4009,512.37,512.37,497.08,497.08,SOUTH CAROLINA,1.0,0.924,0.85
50570,,A,9.29,2.38,2.38,1.21,12.88,12.88,33.4009,430.2,430.2,418.1,418.1,SOUTH CAROLINA,1.0,0.924,0.85
50572,,A,10.07,2.53,2.53,1.3,13.9,13.9,33.4009,464.27,464.27,451.34,451.34,SOUTH CAROLINA,1.0,0.924,0.85
50574,,A,10.73,2.67,2.67,1.37,14.77,14.77,33.4009,493.33,493.33,479.69,479.69,SOUTH CAROLINA,1.0,0.924,0.85
50575,,A,13.61,3.26,3.26,1.75,18.62,18.62,33.4009,621.92,621.92,604.88,604.88,SOUTH CAROLINA,1.0,0.924,0.85
50576,,A,10.7,2.66,2.66,1.36,14.72,14.72,33.4009,491.66,491.66,478.1,478.1,SOUTH CAROLINA,1.0,0.924,0.85
50580,,A,11.54,2.84,2.84,1.48,15.86,15.86,33.4009,529.74,529.74,515.11,515.11,SOUTH CAROLINA,1.0,0.924,0.85
50590,,A,9.53,12.0,4.84,1.23,22.76,15.6,33.4009,760.2,521.05,723.58,502.61,SOUTH CAROLINA,1.0,0.924,0.85
50592,,A,6.39,71.42,1.83,0.69,78.5,8.91,33.4009,2621.97,297.6,2437.22,289.5,SOUTH CAROLINA,1.0,0.924,0.85
50593,,A,8.66,95.37,2.33,0.95,104.98,11.94,33.4009,3506.43,398.81,3259.57,388.13,SOUTH CAROLINA,1.0,0.924,0.85
50600,,A,16.74,6.27,6.27,2.15,25.16,25.16,33.4009,840.37,840.37,813.68,813.68,SOUTH CAROLINA,1.0,0.924,0.85
50605,,A,16.37,7.79,7.79,3.86,28.02,28.02,33.4009,935.89,935.89,896.78,896.78,SOUTH CAROLINA,1.0,0.924,0.85
50606,,A,3.08,10.76,0.29,0.4,14.24,3.77,33.4009,475.63,125.92,446.31,123.18,SOUTH CAROLINA,1.0,0.924,0.85
50610,,A,16.82,6.37,6.37,2.16,25.35,25.35,33.4009,846.71,846.71,819.72,819.72,SOUTH CAROLINA,1.0,0.924,0.85
50620,,A,16.02,6.21,6.21,2.06,24.29,24.29,33.4009,811.31,811.31,785.22,785.22,SOUTH CAROLINA,1.0,0.924,0.85
50630,,A,15.8,6.16,6.16,2.04,24.0,24.0,33.4009,801.62,801.62,775.76,775.76,SOUTH CAROLINA,1.0,0.924,0.85
50650,,A,18.35,7.04,7.04,2.49,27.88,27.88,33.4009,931.22,931.22,900.87,900.87,SOUTH CAROLINA,1.0,0.924,0.85
50660,,A,20.49,7.47,7.47,2.63,30.59,30.59,33.4009,1021.73,1021.73,989.59,989.59,SOUTH CAROLINA,1.0,0.924,0.85
50684,,A,0.74,3.02,0.58,0.08,3.84,1.4,33.4009,128.26,46.76,120.19,44.89,SOUTH CAROLINA,1.0,0.924,0.85
50686,,A,1.47,2.75,0.75,0.19,4.41,2.41,33.4009,147.3,80.5,139.37,77.64,SOUTH CAROLINA,1.0,0.924,0.85
50688,,A,1.17,0.83,0.83,0.13,2.13,2.13,33.4009,71.14,71.14,68.39,68.39,SOUTH CAROLINA,1.0,0.924,0.85
50690,,A,1.13,2.25,0.61,0.12,3.5,1.86,33.4009,116.9,62.13,110.59,59.98,SOUTH CAROLINA,1.0,0.924,0.85
50693,,A,3.86,24.06,1.0,0.42,28.34,5.28,33.4009,946.58,176.36,883.4,171.71,SOUTH CAROLINA,1.0,0.924,0.85
50694,,A,5.12,26.09,1.19,0.55,31.76,6.86,33.4009,1060.81,229.13,991.83,223.35,SOUTH CAROLINA,1.0,0.924,0.85
50695,,A,6.63,30.77,1.44,0.71,38.11,8.78,33.4009,1272.91,293.26,1191.24,286.05,SOUTH CAROLINA,1.0,0.924,0.85
50700,,A,16.27,6.59,6.59,2.09,24.95,24.95,33.4009,833.35,833.35,806.15,806.15,SOUTH CAROLINA,1.0,0.924,0.85
50705,,A,3.93,48.58,0.36,0.49,53.0,4.78,33.4009,1770.25,159.66,1644.47,156.29,SOUTH CAROLINA,1.0,0.924,0.85
50706,,A,3.71,19.62,0.53,0.41,23.74,4.65,33.4009,792.94,155.31,741.08,151.91,SOUTH CAROLINA,1.0,0.924,0.85
50715,,A,20.12,9.14,9.14,4.26,33.52,33.52,33.4009,1119.6,1119.6,1075.05,1075.05,SOUTH CAROLINA,1.0,0.924,0.85
50722,,A,17.5,6.51,6.51,3.05,27.06,27.06,33.4009,903.83,903.83,872.02,872.02,SOUTH CAROLINA,1.0,0.924,0.85
50725,,A,19.7,7.3,7.3,2.53,29.53,29.53,33.4009,986.33,986.33,955.12,955.12,SOUTH CAROLINA,1.0,0.924,0.85
50727,,A,8.07,5.0,5.0,1.11,14.18,14.18,33.4009,473.62,473.62,455.37,455.37,SOUTH CAROLINA,1.0,0.924,0.85
50728,,A,11.88,5.68,5.68,1.51,19.07,19.07,33.4009,636.96,636.96,614.97,614.97,SOUTH CAROLINA,1.0,0.924,0.85
50740,,A,19.57,9.75,9.75,5.22,34.54,34.54,33.4009,1153.67,1153.67,1102.76,1102.76,SOUTH CAROLINA,1.0,0.924,0.85
50750,,A,20.69,7.51,7.51,2.65,30.85,30.85,33.4009,1030.42,1030.42,998.08,998.08,SOUTH CAROLINA,1.0,0.924,0.85
50760,,A,19.57,7.86,7.86,3.32,30.75,30.75,33.4009,1027.08,1027.08,990.49,990.49,SOUTH CAROLINA,1.0,0.924,0.85
50770,,A,20.69,7.51,7.51,2.65,30.85,30.85,33.4009,1030.42,1030.42,998.08,998.08,SOUTH CAROLINA,1.0,0.924,0.85
50780,,A,19.45,7.64,7.64,3.05,30.14,30.14,33.4009,1006.7,1006.7,972.03,972.03,SOUTH CAROLINA,1.0,0.924,0.85
50782,,A,19.17,7.19,7.19,2.48,28.84,28.84,33.4009,963.28,963.28,932.61,932.61,SOUTH CAROLINA,1.0,0.924,0.85
50783,,A,20.18,7.4,7.4,2.6,30.18,30.18,33.4009,1008.04,1008.04,976.23,976.23,SOUTH CAROLINA,1.0,0.924,0.85
50785,,A,21.67,7.84,7.84,2.97,32.48,32.48,33.4009,1084.86,1084.86,1050.08,1050.08,SOUTH CAROLINA,1.0,0.924,0.85
50800,,A,16.0,6.86,6.86,2.06,24.92,24.92,33.4009,832.35,832.35,804.62,804.62,SOUTH CAROLINA,1.0,0.924,0.85
50810,,A,22.04,11.88,11.88,5.89,39.81,39.81,33.4009,1329.69,1329.69,1270.02,1270.02,SOUTH CAROLINA,1.0,0.924,0.85
50815,,A,21.7,8.37,8.37,2.78,32.85,32.85,33.4009,1097.22,1097.22,1062.04,1062.04,SOUTH CAROLINA,1.0,0.924,0.85
50820,,A,23.47,8.57,8.57,3.25,35.29,35.29,33.4009,1178.72,1178.72,1140.68,1140.68,SOUTH CAROLINA,1.0,0.924,0.85
50825,,A,29.91,10.08,10.08,3.85,43.84,43.84,33.4009,1464.3,1464.3,1419.42,1419.42,SOUTH CAROLINA,1.0,0.924,0.85
50830,,A,32.93,10.7,10.7,4.23,47.86,47.86,33.4009,1598.57,1598.57,1550.21,1550.21,SOUTH CAROLINA,1.0,0.924,0.85
50840,,A,21.83,8.4,8.4,2.81,33.04,33.04,33.4009,1103.57,1103.57,1068.16,1068.16,SOUTH CAROLINA,1.0,0.924,0.85
50845,,A,21.9,9.07,9.07,2.82,33.79,33.79,33.4009,1128.62,1128.62,1091.46,1091.46,SOUTH CAROLINA,1.0,0.924,0.85
50860,,A,16.65,6.67,6.67,2.14,25.46,25.46,33.4009,850.39,850.39,822.73,822.73,SOUTH CAROLINA,1.0,0.924,0.85
50900,,A,14.66,6.25,6.25,1.88,22.79,22.79,33.4009,761.21,761.21,735.92,735.92,SOUTH CAROLINA,1.0,0.924,0.85
50920,,A,15.41,6.41,6.41,1.98,23.8,23.8,33.4009,794.94,794.94,768.75,768.75,SOUTH CAROLINA,1.0,0.924,0.85
50930,,A,19.69,7.3,7.3,2.53,29.52,29.52,33.4009,985.99,985.99,954.79,954.79,SOUTH CAROLINA,1.0,0.924,0.85
50940,,A,15.53,6.44,6.44,2.0,23.97,23.97,33.4009,800.62,800.62,774.25,774.25,SOUTH CAROLINA,1.0,0.924,0.85
50945,,A,17.52,6.19,6.19,2.25,25.96,25.96,33.4009,867.09,867.09,840.1,840.1,SOUTH CAROLINA,1.0,0.924,0.85
50947,,A,25.14,8.48,8.48,3.32,36.94,36.94,33.4009,1233.83,1233.83,1195.67,1195.67,SOUTH CAROLINA,1.0,0.924,0.85
50948,,A,23.22,7.63,7.63,3.02,33.87,33.87,33.4009,1131.29,1131.29,1096.79,1096.79,SOUTH CAROLINA,1.0,0.924,0.85
50951,,A,5.68,5.37,1.66,0.72,11.77,8.06,33.4009,393.13,269.21,375.89,261.39,SOUTH CAROLINA,1.0,0.924,0.85
50953,,A,6.07,5.63,1.75,0.79,12.49,8.61,33.4009,417.18,287.58,398.93,279.18,SOUTH CAROLINA,1.0,0.924,0.85
50955,,A,6.57,5.88,1.85,0.85,13.3,9.27,33.4009,444.23,309.63,425.05,300.67,SOUTH CAROLINA,1.0,0.924,0.85
50957,,A,6.61,5.96,1.86,0.85,13.42,9.32,33.4009,448.24,311.3,428.85,302.32,SOUTH CAROLINA,1.0,0.924,0.85
50961,,A,5.89,5.48,1.71,0.76,12.13,8.36,33.4009,405.15,279.23,387.43,271.08,SOUTH CAROLINA,1.0,0.924,0.85
50970,,A,6.95,1.88,1.88,0.9,9.73,9.73,33.4009,324.99,324.99,315.71,315.71,SOUTH CAROLINA,1.0,0.924,0.85
50972,,A,6.71,1.83,1.83,0.87,9.41,9.41,33.4009,314.3,314.3,305.3,305.3,SOUTH CAROLINA,1.0,0.924,0.85
50974,,A,8.93,2.3,2.3,1.15,12.38,12.38,33.4009,413.5,413.5,401.9,401.9,SOUTH CAROLINA,1.0,0.924,0.85
50976,,A,8.8,2.27,2.27,1.14,12.21,12.21,33.4009,407.82,407.82,396.35,396.35,SOUTH CAROLINA,1.0,0.924,0.85
50980,,A,6.67,1.82,1.82,0.86,9.35,9.35,33.4009,312.3,312.3,303.37,303.37,SOUTH CAROLINA,1.0,0.924,0.85
51020,,A,7.5,4.56,4.56,0.98,13.04,13.04,33.4009,435.55,435.55,419.06,419.06,SOUTH CAROLINA,1.0,0.924,0.85
51040,,A,4.38,3.23,3.23,0.56,8.17,8.17,33.4009,272.89,272.89,261.88,261.88,SOUTH CAROLINA,1.0,0.924,0.85
51045,,A,7.61,4.84,4.84,1.22,13.67,13.67,33.4009,456.59,456.59,438.19,438.19,SOUTH CAROLINA,1.0,0.924,0.85
51050,,A,7.77,4.21,4.21,1.01,12.99,12.99,33.4009,433.88,433.88,418.13,418.13,SOUTH CAROLINA,1.0,0.924,0.85
51060,,A,9.7,5.01,5.01,1.25,15.96,15.96,33.4009,533.08,533.08,514.1,514.1,SOUTH CAROLINA,1.0,0.924,0.85
51065,,A,9.7,4.92,4.92,1.25,15.87,15.87,33.4009,530.07,530.07,511.32,511.32,SOUTH CAROLINA,1.0,0.924,0.85
51080,,A,6.54,3.96,3.96,0.84,11.34,11.34,33.4009,378.77,378.77,364.51,364.51,SOUTH CAROLINA,1.0,0.924,0.85
51100,,A,0.76,1.38,0.16,0.09,2.23,1.01,33.4009,74.48,33.73,70.53,32.88,SOUTH CAROLINA,1.0,0.924,0.85
51101,,A,0.99,3.55,0.21,0.13,4.67,1.33,33.4009,155.98,44.42,146.32,43.24,SOUTH CAROLINA,1.0,0.924,0.85
51102,,A,2.63,4.26,0.81,0.33,7.22,3.77,33.4009,241.15,125.92,228.69,122.21,SOUTH CAROLINA,1.0,0.924,0.85
51500,,A,10.77,5.23,5.23,1.37,17.37,17.37,33.4009,580.17,580.17,560.03,560.03,SOUTH CAROLINA,1.0,0.924,0.85
51520,,A,9.95,5.06,5.06,1.29,16.3,16.3,33.4009,544.43,544.43,525.13,525.13,SOUTH CAROLINA,1.0,0.924,0.85
51525,,A,15.03,6.12,6.12,2.0,23.15,23.15,33.4009,773.23,773.23,747.68,747.68,SOUTH CAROLINA,1.0,0.924,0.85
51530,,A,13.37,5.76,5.76,1.72,20.85,20.85,33.4009,696.41,696.41,673.17,673.17,SOUTH CAROLINA,1.0,0.924,0.85
51535,,A,13.55,5.8,5.8,1.74,21.09,21.09,33.4009,704.42,704.42,680.98,680.98,SOUTH CAROLINA,1.0,0.924,0.85
51550,,A,16.8,6.8,6.8,2.49,26.09,26.09,33.4009,871.43,871.43,841.69,841.69,SOUTH CAROLINA,1.0,0.924,0.85
51555,,A,22.6,8.1,8.1,3.11,33.81,33.81,33.4009,1129.28,1129.28,1093.14,1093.14,SOUTH CAROLINA,1.0,0.924,0.85
51565,,A,23.09,8.4,8.4,2.97,34.46,34.46,33.4009,1151.0,1151.0,1114.79,1114.79,SOUTH CAROLINA,1.0,0.924,0.85
51570,,A,26.77,8.83,8.83,3.45,39.05,39.05,33.4009,1304.31,1304.31,1264.61,1264.61,SOUTH CAROLINA,1.0,0.924,0.85
51575,,A,33.33,10.57,10.57,4.28,48.18,48.18,33.4009,1609.26,1609.26,1560.98,1560.98,SOUTH CAROLINA,1.0,0.924,0.85
51580,,A,34.49,11.47,11.47,4.44,50.4,50.4,33.4009,1683.41,1683.41,1632.04,1632.04,SOUTH CAROLINA,1.0,0.924,0.85
51585,,A,38.65,12.33,12.33,4.96,55.94,55.94,33.4009,1868.45,1868.45,1812.3,1812.3,SOUTH CAROLINA,1.0,0.924,0.85
51590,,A,35.42,11.12,11.12,4.71,51.25,51.25,33.4009,1711.8,1711.8,1659.97,1659.97,SOUTH CAROLINA,1.0,0.924,0.85
51595,,A,40.29,12.35,12.35,5.29,57.93,57.93,33.4009,1934.91,1934.91,1877.06,1877.06,SOUTH CAROLINA,1.0,0.924,0.85
51596,,A,43.15,13.68,13.68,5.69,62.52,62.52,33.4009,2088.22,2088.22,2024.99,2024.99,SOUTH CAROLINA,1.0,0.924,0.85
51597,,A,41.79,13.56,13.56,5.73,61.08,61.08,33.4009,2040.13,2040.13,1977.0,1977.0,SOUTH CAROLINA,1.0,0.924,0.85
51600,,A,0.86,5.26,0.17,0.09,6.21,1.12,33.4009,207.42,37.41,193.62,36.53,SOUTH CAROLINA,1.0,0.924,0.85
51605,,A,0.62,0.36,0.36,0.07,1.05,1.05,33.4009,35.07,35.07,33.81,33.81,SOUTH CAROLINA,1.0,0.924,0.85
51610,,A,1.02,2.7,0.59,0.12,3.84,1.73,33.4009,128.26,57.78,120.8,55.68,SOUTH CAROLINA,1.0,0.924,0.85
51700,,A,0.59,1.68,0.12,0.07,2.34,0.78,33.4009,78.16,26.05,73.54,25.4,SOUTH CAROLINA,1.0,0.924,0.85
51701,,A,0.49,0.8,0.1,0.07,1.36,0.66,33.4009,45.43,22.04,43.04,21.44,SOUTH CAROLINA,1.0,0.924,0.85
51702,,A,0.49,1.4,0.12,0.07,1.96,0.68,33.4009,65.47,22.71,61.56,22.06,SOUTH CAROLINA,1.0,0.924,0.85
51703,,A,1.43,3.0,0.4,0.19,4.62,2.02,33.4009,154.31,67.47,145.74,65.5,SOUTH CAROLINA,1.0,0.924,0.85
51705,,A,0.88,2.03,0.41,0.12,3.03,1.41,33.4009,101.2,47.1,95.45,45.45,SOUTH CAROLINA,1.0,0.924,0.85
51710,,A,1.32,2.72,0.7,0.17,4.21,2.19,33.4009,140.62,73.15,132.86,70.52,SOUTH CAROLINA,1.0,0.924,0.85
51715,,A,3.64,6.2,1.11,0.53,10.37,5.28,33.4009,346.37,176.36,327.97,170.88,SOUTH CAROLINA,1.0,0.924,0.85
51720,,A,0.85,1.79,0.18,0.11,2.75,1.14,33.4009,91.85,38.08,86.76,37.07,SOUTH CAROLINA,1.0,0.924,0.85
51721,,A,3.95,12.46,1.31,0.49,16.9,5.75,33.4009,564.48,192.06,530.39,186.27,SOUTH CAROLINA,1.0,0.924,0.85
51725,,A,1.47,4.27,4.27,0.2,5.94,5.94,33.4009,198.4,198.4,186.56,186.56,SOUTH CAROLINA,1.0,0.924,0.85
51725,26,A,1.47,0.63,0.63,0.18,2.28,2.28,33.4009,76.15,76.15,73.65,73.65,SOUTH CAROLINA,1.0,0.924,0.85
51725,TC,A,0.0,3.64,3.64,0.02,3.66,3.66,33.4009,122.25,122.25,112.91,112.91,SOUTH CAROLINA,1.0,0.924,0.85
51726,,A,1.67,6.27,6.27,0.17,8.11,8.11,33.4009,270.88,270.88,254.11,254.11,SOUTH CAROLINA,1.0,0.924,0.85
51726,26,A,1.67,0.7,0.7,0.15,2.52,2.52,33.4009,84.17,84.17,81.64,81.64,SOUTH CAROLINA,1.0,0.924,0.85
51726,TC,A,0.0,5.57,5.57,0.02,5.59,5.59,33.4009,186.71,186.71,172.47,172.47,SOUTH CAROLINA,1.0,0.924,0.85
51727,,A,2.06,7.59,7.59,0.26,9.91,9.91,33.4009,331.0,331.0,310.43,310.43,SOUTH CAROLINA,1.0,0.924,0.85
51727,26,A,2.06,0.87,0.87,0.24,3.17,3.17,33.4009,105.88,105.88,102.47,102.47,SOUTH CAROLINA,1.0,0.924,0.85
51727,TC,A,0.0,6.72,6.72,0.02,6.74,6.74,33.4009,225.12,225.12,207.96,207.96,SOUTH CAROLINA,1.0,0.924,0.85
51728,,A,2.06,7.8,7.8,0.22,10.08,10.08,33.4009,336.68,336.68,315.78,315.78,SOUTH CAROLINA,1.0,0.924,0.85
51728,26,A,2.06,0.86,0.86,0.2,3.12,3.12,33.4009,104.21,104.21,101.03,101.03,SOUTH CAROLINA,1.0,0.924,0.85
51728,TC,A,0.0,6.94,6.94,0.02,6.96,6.96,33.4009,232.47,232.47,214.75,214.75,SOUTH CAROLINA,1.0,0.924,0.85
51729,,A,2.45,7.84,7.84,0.31,10.6,10.6,33.4009,354.05,354.05,332.59,332.59,SOUTH CAROLINA,1.0,0.924,0.85
51729,26,A,2.45,1.04,1.04,0.28,3.77,3.77,33.4009,125.92,125.92,121.88,121.88,SOUTH CAROLINA,1.0,0.924,0.85
51729,TC,A,0.0,6.8,6.8,0.03,6.83,6.83,33.4009,228.13,228.13,210.72,210.72,SOUTH CAROLINA,1.0,0.924,0.85
51736,,A,0.17,0.24,0.24,0.03,0.44,0.44,33.4009,14.7,14.7,13.94,13.94,SOUTH CAROLINA,1.0,0.924,0.85
51736,26,A,0.17,0.07,0.07,0.02,0.26,0.26,33.4009,8.68,8.68,8.41,8.41,SOUTH CAROLINA,1.0,0.924,0.85
51736,TC,A,0.0,0.17,0.17,0.01,0.18,0.18,33.4009,6.01,6.01,5.53,5.53,SOUTH CAROLINA,1.0,0.924,0.85
51741,,A,0.17,0.26,0.26,0.03,0.46,0.46,33.4009,15.36,15.36,14.55,14.55,SOUTH CAROLINA,1.0,0.924,0.85
51741,26,A,0.17,0.07,0.07,0.02,0.26,0.26,33.4009,8.68,8.68,8.41,8.41,SOUTH CAROLINA,1.0,0.924,0.85
51741,TC,A,0.0,0.19,0.19,0.01,0.2,0.2,33.4009,6.68,6.68,6.15,6.15,SOUTH CAROLINA,1.0,0.924,0.85
51784,,A,0.73,1.18,1.18,0.08,1.99,1.99,33.4009,66.47,66.47,63.07,63.07,SOUTH CAROLINA,1.0,0.924,0.85
51784,26,A,0.73,0.31,0.31,0.07,1.11,1.11,33.4009,37.07,37.07,35.94,35.94,SOUTH CAROLINA,1.0,0.924,0.85
51784,TC,A,0.0,0.87,0.87,0.01,0.88,0.88,33.4009,29.39,29.39,27.13,27.13,SOUTH CAROLINA,1.0,0.924,0.85
51785,,A,1.49,9.75,9.75,0.51,11.75,11.75,33.4009,392.46,392.46,365.16,365.16,SOUTH CAROLINA,1.0,0.924,0.85
51785,26,A,1.49,0.83,0.83,0.48,2.8,2.8,33.4009,93.52,93.52,89.01,89.01,SOUTH CAROLINA,1.0,0.924,0.85
51785,TC,A,0.0,8.92,8.92,0.03,8.95,8.95,33.4009,298.94,298.94,276.14,276.14,SOUTH CAROLINA,1.0,0.924,0.85
51792,,A,1.07,6.14,6.14,0.19,7.4,7.4,33.4009,247.17,247.17,230.63,230.63,SOUTH CAROLINA,1.0,0.924,0.85
51792,26,A,1.07,0.45,0.45,0.16,1.68,1.68,33.4009,56.11,56.11,54.17,54.17,SOUTH CAROLINA,1.0,0.924,0.85
51792,TC,A,0.0,5.69,5.69,0.03,5.72,5.72,33.4009,191.05,191.05,176.46,176.46,SOUTH CAROLINA,1.0,0.924,0.85
51797,,A,0.78,3.79,3.79,0.07,4.64,4.64,33.4009,154.98,154.98,145.01,145.01,SOUTH CAROLINA,1.0,0.924,0.85
51797,26,A,0.78,0.33,0.33,0.07,1.18,1.18,33.4009,39.41,39.41,38.22,38.22,SOUTH CAROLINA,1.0,0.924,0.85
51797,TC,A,0.0,3.46,3.46,0.0,3.46,3.46,33.4009,115.57,115.57,106.78,106.78,SOUTH CAROLINA,1.0,0.924,0.85
51798,,A,0.0,0.36,0.36,0.02,0.38,0.38,33.4009,12.69,12.69,11.68,11.68,SOUTH CAROLINA,1.0,0.924,0.85
51800,,A,18.42,7.09,7.09,2.37,27.88,27.88,33.4009,931.22,931.22,901.35,901.35,SOUTH CAROLINA,1.0,0.924,0.85
51820,,A,19.1,7.62,7.62,2.47,29.19,29.19,33.4009,974.97,974.97,943.25,943.25,SOUTH CAROLINA,1.0,0.924,0.85
51840,,A,11.08,5.92,5.92,1.63,18.63,18.63,33.4009,622.26,622.26,599.06,599.06,SOUTH CAROLINA,1.0,0.924,0.85
51841,,A,13.34,6.46,6.46,1.71,21.51,21.51,33.4009,718.45,718.45,693.49,693.49,SOUTH CAROLINA,1.0,0.924,0.85
51845,,A,9.9,4.7,4.7,1.28,15.88,15.88,33.4009,530.41,530.41,512.06,512.06,SOUTH CAROLINA,1.0,0.924,0.85
51860,,A,12.29,6.14,6.14,1.99,20.42,20.42,33.4009,682.05,682.05,656.49,656.49,SOUTH CAROLINA,1.0,0.924,0.85
51865,,A,15.41,6.63,6.63,2.21,24.25,24.25,33.4009,809.97,809.97,782.07,782.07,SOUTH CAROLINA,1.0,0.924,0.85
51880,,A,7.67,4.08,4.08,1.11,12.86,12.86,33.4009,429.54,429.54,413.62,413.62,SOUTH CAROLINA,1.0,0.924,0.85
51900,,A,14.26,6.22,6.22,1.83,22.31,22.31,33.4009,745.17,745.17,720.22,720.22,SOUTH CAROLINA,1.0,0.924,0.85
51920,,A,13.07,5.99,5.99,1.68,20.74,20.74,33.4009,692.73,692.73,669.11,669.11,SOUTH CAROLINA,1.0,0.924,0.85
51925,,A,17.09,8.22,8.22,3.0,28.31,28.31,33.4009,945.58,945.58,909.68,909.68,SOUTH CAROLINA,1.0,0.924,0.85
51940,,A,29.89,9.88,9.88,3.85,43.62,43.62,33.4009,1456.95,1456.95,1412.58,1412.58,SOUTH CAROLINA,1.0,0.924,0.85
51960,,A,24.77,9.08,9.08,3.18,37.03,37.03,33.4009,1236.84,1236.84,1197.85,1197.85,SOUTH CAROLINA,1.0,0.924,0.85
51980,,A,12.26,5.54,5.54,1.57,19.37,19.37,33.4009,646.98,646.98,625.05,625.05,SOUTH CAROLINA,1.0,0.924,0.85
51990,,A,13.03,5.35,5.35,1.71,20.09,20.09,33.4009,671.02,671.02,648.88,648.88,SOUTH CAROLINA,1.0,0.924,0.85
51992,,A,14.5,5.47,5.47,2.38,22.35,22.35,33.4009,746.51,746.51,720.7,720.7,SOUTH CAROLINA,1.0,0.924,0.85
52000,,A,1.49,4.77,0.44,0.2,6.46,2.13,33.4009,215.77,71.14,202.66,69.02,SOUTH CAROLINA,1.0,0.924,0.85
52001,,A,5.3,6.58,1.59,0.68,12.56,7.57,33.4009,419.52,252.84,399.41,245.4,SOUTH CAROLINA,1.0,0.924,0.85
52005,,A,2.31,5.8,0.98,0.29,8.4,3.58,33.4009,280.57,119.58,264.39,115.63,SOUTH CAROLINA,1.0,0.924,0.85
52007,,A,2.94,9.58,1.09,0.4,12.92,4.43,33.4009,431.54,147.97,405.22,143.2,SOUTH CAROLINA,1.0,0.924,0.85
52010,,A,2.94,7.61,1.09,0.38,10.93,4.41,33.4009,365.07,147.3,343.85,142.63,SOUTH CAROLINA,1.0,0.924,0.85
52204,,A,2.53,7.77,0.93,0.34,10.64,3.8,33.4009,355.39,126.92,333.96,122.86,SOUTH CAROLINA,1.0,0.924,0.85
52214,,A,3.41,17.94,0.71,0.43,21.78,4.55,33.4009,727.47,151.97,679.78,148.02,SOUTH CAROLINA,1.0,0.924,0.85
52224,,A,3.95,18.32,0.82,0.49,22.76,5.26,33.4009,760.2,175.69,711.24,171.15,SOUTH CAROLINA,1.0,0.924,0.85
52234,,A,4.5,1.42,1.42,0.57,6.49,6.49,33.4009,216.77,216.77,210.31,210.31,SOUTH CAROLINA,1.0,0.924,0.85
52235,,A,5.3,1.64,1.64,0.68,7.62,7.62,33.4009,254.51,254.51,246.94,246.94,SOUTH CAROLINA,1.0,0.924,0.85
52240,,A,7.31,2.05,2.05,0.95,10.31,10.31,33.4009,344.36,344.36,334.4,334.4,SOUTH CAROLINA,1.0,0.924,0.85
52250,,A,4.38,1.4,1.4,0.56,6.34,6.34,33.4009,211.76,211.76,205.4,205.4,SOUTH CAROLINA,1.0,0.924,0.85
52260,,A,3.81,1.24,1.24,0.51,5.56,5.56,33.4009,185.71,185.71,180.01,180.01,SOUTH CAROLINA,1.0,0.924,0.85
52265,,A,2.87,7.05,1.03,0.42,10.34,4.32,33.4009,345.37,144.29,325.36,139.57,SOUTH CAROLINA,1.0,0.924,0.85
52270,,A,3.28,8.26,1.14,0.43,11.97,4.85,33.4009,399.81,161.99,376.69,156.95,SOUTH CAROLINA,1.0,0.924,0.85
52275,,A,4.57,10.39,1.41,0.58,15.54,6.56,33.4009,519.05,219.11,489.77,212.62,SOUTH CAROLINA,1.0,0.924,0.85
52276,,A,4.87,1.5,1.5,0.62,6.99,6.99,33.4009,233.47,233.47,226.56,226.56,SOUTH CAROLINA,1.0,0.924,0.85
52277,,A,6.01,1.74,1.74,0.79,8.54,8.54,33.4009,285.24,285.24,276.87,276.87,SOUTH CAROLINA,1.0,0.924,0.85
52281,,A,2.68,6.25,1.05,0.36,9.29,4.09,33.4009,310.29,136.61,292.63,132.14,SOUTH CAROLINA,1.0,0.924,0.85
52282,,A,6.23,1.81,1.81,0.85,8.89,8.89,33.4009,296.93,296.93,288.08,288.08,SOUTH CAROLINA,1.0,0.924,0.85
52283,,A,3.64,5.83,1.24,0.47,9.94,5.35,33.4009,332.0,178.69,314.85,173.19,SOUTH CAROLINA,1.0,0.924,0.85
