hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
55680,,A,5.53,3.41,3.41,0.7,9.64,9.64,33.4009,321.98,321.98
55705,,A,1.88,4.87,0.88,0.23,6.98,2.99,33.4009,233.14,99.87
55706,,A,4.16,1.4,1.4,0.53,6.09,6.09,33.4009,203.41,203.41
55707,,A,2.63,7.26,1.1,0.35,10.24,4.08,33.4009,342.03,136.28
55708,,A,3.39,8.74,1.26,0.43,12.56,5.08,33.4009,419.52,169.68
55709,,A,3.23,13.77,1.23,0.42,17.42,4.88,33.4009,581.84,163.0
55710,,A,3.81,15.24,1.35,0.48,19.53,5.64,33.4009,652.32,188.38
55711,,A,2.61,8.04,1.1,0.35,11.0,4.06,33.4009,367.41,135.61
55712,,A,3.1,14.66,1.22,0.41,18.17,4.73,33.4009,606.89,157.99
55713,,A,4.0,18.38,1.06,0.5,22.88,5.56,33.4009,764.21,185.71
55714,,A,3.62,18.24,0.98,0.46,22.32,5.06,33.4009,745.51,169.01
55715,,A,1.05,1.24,0.22,0.14,2.43,1.41,33.4009,81.16,47.1
55720,,A,7.54,3.91,3.91,0.98,12.43,12.43,33.4009,415.17,415.17
55725,,A,9.8,5.3,5.3,1.27,16.37,16.37,33.4009,546.77,546.77
55801,,A,19.31,7.65,7.65,2.48,29.44,29.44,33.4009,983.32,983.32
55810,,A,23.68,8.16,8.16,3.04,34.88,34.88,33.4009,1165.02,1165.02
55812,,A,29.14,9.94,9.94,3.75,42.83,42.83,33.4009,1430.56,1430.56
55815,,A,32.13,10.56,10.56,4.13,46.82,46.82,33.4009,1563.83,1563.83
55821,,A,14.8,5.9,5.9,1.91,22.61,22.61,33.4009,755.19,755.19
55831,,A,15.21,5.99,5.99,2.0,23.2,23.2,33.4009,774.9,774.9
55840,,A,20.83,7.74,7.74,2.72,31.29,31.29,33.4009,1045.11,1045.11
55842,,A,20.83,7.71,7.71,2.68,31.22,31.22,33.4009,1042.78,1042.78
55845,,A,24.55,8.49,8.49,3.17,36.21,36.21,33.4009,1209.45,1209.45
55860,,A,15.44,6.11,6.11,1.98,23.53,23.53,33.4009,785.92,785.92
55862,,A,19.54,7.33,7.33,2.51,29.38,29.38,33.4009,981.32,981.32
55865,,A,23.96,8.64,8.64,3.06,35.66,35.66,33.4009,1191.08,1191.08
55866,,A,21.9,7.66,7.66,2.83,32.39,32.39,33.4009,1081.86,1081.86
55867,,A,19.04,6.82,6.82,2.46,28.32,28.32,33.4009,945.91,945.91
55868,,A,22.46,7.79,7.79,2.91,33.16,33.16,33.4009,1107.57,1107.57
55869,,A,27.41,8.82,8.82,3.55,39.78,39.78,33.4009,1328.69,1328.69
55870,,A,2.52,2.7,0.97,0.33,5.55,3.82,33.4009,185.37,127.59
55873,,A,13.26,155.45,5.66,1.69,170.4,20.61,33.4009,5691.51,688.39
55874,,A,2.95,107.63,0.99,0.33,110.91,4.27,33.4009,3704.49,142.62
55875,,A,13.12,6.05,6.05,1.42,20.59,20.59,33.4009,687.72,687.72
55876,,A,1.69,2.65,0.84,0.19,4.53,2.72,33.4009,151.31,90.85
55877,,A,13.5,4.99,4.99,1.61,20.1,20.1,33.4009,671.36,671.36
55880,,A,17.29,6.83,6.83,2.21,26.33,26.33,33.4009,879.45,879.45
55881,,A,9.56,266.75,2.06,1.24,277.55,12.86,33.4009,9270.42,429.54
55882,,A,11.21,275.71,3.01,1.58,288.5,15.8,33.4009,9636.16,527.73
55920,,A,8.1,2.71,2.71,0.69,11.5,11.5,33.4009,384.11,384.11
56405,,A,1.45,2.66,1.79,0.26,4.37,3.5,33.4009,145.96,116.9
56420,,A,1.4,3.81,1.36,0.24,5.45,3.0,33.4009,182.03,100.2
56440,,A,2.82,1.6,1.6,0.48,4.9,4.9,33.4009,163.66,163.66
56441,,A,1.97,3.15,1.9,0.34,5.46,4.21,33.4009,182.37,140.62
56442,,A,0.66,0.53,0.53,0.12,1.31,1.31,33.4009,43.76,43.76
56501,,A,1.54,3.75,1.8,0.25,5.54,3.59,33.4009,185.04,119.91
56515,,A,3.0,4.67,2.18,0.51,8.18,5.69,33.4009,273.22,190.05
56605,,A,1.07,1.54,0.29,0.19,2.8,1.55,33.4009,93.52,51.77
56606,,A,0.54,0.54,0.13,0.09,1.17,0.76,33.4009,39.08,25.38
56620,,A,7.34,7.52,7.52,1.51,16.37,16.37,33.4009,546.77,546.77
56625,,A,9.44,7.18,7.18,1.98,18.6,18.6,33.4009,621.26,621.26
56630,,A,14.43,9.27,9.27,3.18,26.88,26.88,33.4009,897.82,897.82
56631,,A,18.52,10.65,10.65,4.05,33.22,33.22,33.4009,1109.58,1109.58
56632,,A,21.31,14.09,14.09,4.64,40.04,40.04,33.4009,1337.37,1337.37
56633,,A,19.13,11.13,11.13,4.19,34.45,34.45,33.4009,1150.66,1150.66
56634,,A,20.14,11.99,11.99,4.66,36.79,36.79,33.4009,1228.82,1228.82
56637,,A,24.13,13.16,13.16,5.59,42.88,42.88,33.4009,1432.23,1432.23
56640,,A,24.16,13.13,13.13,5.59,42.88,42.88,33.4009,1432.23,1432.23
56700,,A,2.77,2.19,2.19,0.48,5.44,5.44,33.4009,181.7,181.7
56740,,A,4.76,2.84,2.84,0.87,8.47,8.47,33.4009,282.91,282.91
56800,,A,3.83,2.31,2.31,0.66,6.8,6.8,33.4009,227.13,227.13
56805,,A,19.38,7.89,7.89,3.39,30.66,30.66,33.4009,1024.07,1024.07
56810,,A,4.18,2.33,2.33,0.71,7.22,7.22,33.4009,241.15,241.15
56820,,A,1.46,2.1,0.53,0.27,3.83,2.26,33.4009,127.93,75.49
56821,,A,2.0,2.74,0.65,0.38,5.12,3.03,33.4009,171.01,101.2
57000,,A,2.94,1.9,1.9,0.5,5.34,5.34,33.4009,178.36,178.36
57010,,A,6.67,4.39,4.39,1.17,12.23,12.23,33.4009,408.49,408.49
57020,,A,1.46,1.87,0.35,0.25,3.58,2.06,33.4009,119.58,68.81
57022,,A,2.66,1.66,1.66,0.46,4.78,4.78,33.4009,159.66,159.66
57023,,A,5.05,2.54,2.54,0.89,8.48,8.48,33.4009,283.24,283.24
57061,,A,1.27,3.39,1.67,0.22,4.88,3.16,33.4009,163.0,105.55
57065,,A,2.59,4.2,1.93,0.45,7.24,4.97,33.4009,241.82,166.0
57100,,A,1.17,1.76,0.36,0.22,3.15,1.75,33.4009,105.21,58.45
57105,,A,1.7,3.22,2.03,0.33,5.25,4.06,33.4009,175.35,135.61
57106,,A,7.31,6.08,6.08,1.35,14.74,14.74,33.4009,492.33,492.33
57107,,A,23.95,10.91,10.91,4.69,39.55,39.55,33.4009,1321.01,1321.01
57109,,A,27.69,14.54,14.54,6.42,48.65,48.65,33.4009,1624.95,1624.95
57110,,A,15.09,6.25,6.25,2.55,23.89,23.89,33.4009,797.95,797.95
57111,,A,27.69,14.54,14.54,6.42,48.65,48.65,33.4009,1624.95,1624.95
57120,,A,8.07,4.78,4.78,1.33,14.18,14.18,33.4009,473.62,473.62
57130,,A,2.4,3.83,1.79,0.42,6.65,4.61,33.4009,222.12,153.98
57135,,A,2.63,4.19,1.95,0.46,7.28,5.04,33.4009,243.16,168.34
57150,,A,0.49,1.03,0.11,0.07,1.59,0.67,33.4009,53.11,22.38
57155,,A,5.02,6.42,1.66,0.46,11.9,7.14,33.4009,397.47,238.48
57156,,A,2.62,3.87,0.97,0.21,6.7,3.8,33.4009,223.79,126.92
57160,,A,0.87,1.09,0.19,0.15,2.11,1.21,33.4009,70.48,40.42
57170,,A,0.89,1.13,0.19,0.16,2.18,1.24,33.4009,72.81,41.42
57180,,A,1.59,3.8,1.34,0.27,5.66,3.2,33.4009,189.05,106.88
57200,,A,4.31,4.01,4.01,0.8,9.12,9.12,33.4009,304.62,304.62
57210,,A,5.57,4.05,4.05,1.01,10.63,10.63,33.4009,355.05,355.05
57220,,A,4.73,3.79,3.79,0.81,9.33,9.33,33.4009,311.63,311.63
57230,,A,6.14,3.94,3.94,1.08,11.16,11.16,33.4009,372.75,372.75
57240,,A,9.83,4.88,4.88,1.61,16.32,16.32,33.4009,545.1,545.1
57250,,A,9.83,4.85,4.85,1.65,16.33,16.33,33.4009,545.44,545.44
57260,,A,12.92,5.49,5.49,2.17,20.58,20.58,33.4009,687.39,687.39
57265,,A,14.63,5.89,5.89,2.48,23.0,23.0,33.4009,768.22,768.22
57267,,A,4.76,1.02,1.02,0.78,6.56,6.56,33.4009,219.11,219.11
57268,,A,7.38,5.02,5.02,1.27,13.67,13.67,33.4009,456.59,456.59
57270,,A,13.33,5.95,5.95,2.3,21.58,21.58,33.4009,720.79,720.79
57280,,A,16.3,6.66,6.66,2.69,25.65,25.65,33.4009,856.73,856.73
57282,,A,11.34,5.21,5.21,1.87,18.42,18.42,33.4009,615.24,615.24
57283,,A,11.37,5.21,5.21,1.95,18.53,18.53,33.4009,618.92,618.92
57284,,A,13.97,5.67,5.67,2.46,22.1,22.1,33.4009,738.16,738.16
57285,,A,11.31,5.2,5.2,1.9,18.41,18.41,33.4009,614.91,614.91
57287,,A,10.87,7.17,7.17,1.72,19.76,19.76,33.4009,660.0,660.0
57288,,A,11.83,6.13,6.13,1.91,19.87,19.87,33.4009,663.68,663.68
57289,,A,12.48,6.28,6.28,2.19,20.95,20.95,33.4009,699.75,699.75
57291,,A,8.42,4.73,4.73,1.47,14.62,14.62,33.4009,488.32,488.32
57292,,A,13.66,5.85,5.85,2.39,21.9,21.9,33.4009,731.48,731.48
57295,,A,7.62,4.57,4.57,1.24,13.43,13.43,33.4009,448.57,448.57
57296,,A,16.15,6.26,6.26,2.83,25.24,25.24,33.4009,843.04,843.04
57300,,A,8.49,6.79,6.79,1.61,16.89,16.89,33.4009,564.14,564.14
57305,,A,14.97,8.98,8.98,2.97,26.92,26.92,33.4009,899.15,899.15
57307,,A,16.74,10.74,10.74,2.41,29.89,29.89,33.4009,998.35,998.35
57308,,A,10.33,7.07,7.07,1.48,18.88,18.88,33.4009,630.61,630.61
57310,,A,7.46,5.02,5.02,0.96,13.44,13.44,33.4009,448.91,448.91
57311,,A,8.69,5.28,5.28,1.12,15.09,15.09,33.4009,504.02,504.02
57320,,A,8.66,4.86,4.86,1.5,15.02,15.02,33.4009,501.68,501.68
57330,,A,12.88,6.09,6.09,1.65,20.62,20.62,33.4009,688.73,688.73
57335,,A,19.52,8.07,8.07,3.43,31.02,31.02,33.4009,1036.1,1036.1
57400,,A,2.21,0.86,0.86,0.39,3.46,3.46,33.4009,115.57,115.57
57410,,A,1.71,0.88,0.88,0.3,2.89,2.89,33.4009,96.53,96.53
57415,,A,2.43,1.84,1.84,0.41,4.68,4.68,33.4009,156.32,156.32
57420,,A,1.56,2.26,0.57,0.3,4.12,2.43,33.4009,137.61,81.16
57421,,A,2.15,2.88,0.7,0.42,5.45,3.27,33.4009,182.03,109.22
57423,,A,15.68,6.23,6.23,2.67,24.58,24.58,33.4009,820.99,820.99
57425,,A,16.6,6.4,6.4,2.75,25.75,25.75,33.4009,860.07,860.07
57426,,A,13.94,6.96,6.96,2.33,23.23,23.23,33.4009,775.9,775.9
57452,,A,1.46,2.04,0.75,0.26,3.76,2.47,33.4009,125.59,82.5
57454,,A,2.27,2.3,0.89,0.4,4.97,3.56,33.4009,166.0,118.91
57455,,A,1.94,2.52,0.59,0.36,4.82,2.89,33.4009,160.99,96.53
57456,,A,1.8,2.38,0.54,0.33,4.51,2.67,33.4009,150.64,89.18
57460,,A,2.76,6.01,1.0,0.48,9.25,4.24,33.4009,308.96,141.62
57461,,A,3.34,6.52,0.9,0.6,10.46,4.84,33.4009,349.37,161.66
57465,,A,0.79,0.72,0.17,0.14,1.65,1.1,33.4009,55.11,36.74
57500,,A,1.17,3.15,0.67,0.21,4.53,2.05,33.4009,151.31,68.47
57505,,A,1.16,3.09,1.61,0.21,4.46,2.98,33.4009,148.97,99.53
57510,,A,1.85,2.71,0.87,0.34,4.9,3.06,33.4009,163.66,102.21
57511,,A,1.9,3.45,1.7,0.34,5.69,3.94,33.4009,190.05,131.6
57513,,A,1.9,3.64,1.68,0.34,5.88,3.92,33.4009,196.4,130.93
57520,,A,4.01,5.99,3.39,0.79,10.79,8.19,33.4009,360.4,273.55
57522,,A,3.58,4.78,2.71,0.64,9.0,6.93,33.4009,300.61,231.47
57530,,A,5.14,4.08,4.08,0.95,10.17,10.17,33.4009,339.69,339.69
57531,,A,29.2,10.33,10.33,9.37,48.9,48.9,33.4009,1633.3,1633.3
57540,,A,12.96,5.72,5.72,2.27,20.95,20.95,33.4009,699.75,699.75
57545,,A,13.75,5.89,5.89,2.41,22.05,22.05,33.4009,736.49,736.49
57550,,A,6.18,4.29,4.29,1.09,11.56,11.56,33.4009,386.11,386.11
57555,,A,9.69,5.07,5.07,1.7,16.46,16.46,33.4009,549.78,549.78
57556,,A,9.13,4.91,4.91,1.61,15.65,15.65,33.4009,522.72,522.72
57558,,A,1.68,2.51,1.44,0.29,4.48,3.41,33.4009,149.64,113.9
57700,,A,4.24,4.55,4.55,0.75,9.54,9.54,33.4009,318.64,318.64
57720,,A,4.49,3.68,3.68,0.79,8.96,8.96,33.4009,299.27,299.27
57800,,A,0.75,1.33,0.41,0.14,2.22,1.3,33.4009,74.15,43.42
58100,,A,1.18,1.55,0.26,0.21,2.94,1.65,33.4009,98.2,55.11
58110,,A,0.75,0.64,0.17,0.14,1.53,1.06,33.4009,51.1,35.4
58120,,A,3.5,4.78,2.13,0.65,8.93,6.28,33.4009,298.27,209.76
58140,,A,15.4,6.24,6.24,2.7,24.34,24.34,33.4009,812.98,812.98
58145,,A,8.69,4.74,4.74,1.51,14.94,14.94,33.4009,499.01,499.01
58146,,A,19.83,7.08,7.08,3.47,30.38,30.38,33.4009,1014.72,1014.72
58150,,A,16.88,7.65,7.65,3.41,27.94,27.94,33.4009,933.22,933.22
58152,,A,21.31,7.59,7.59,3.74,32.64,32.64,33.4009,1090.21,1090.21
58180,,A,16.19,6.73,6.73,3.03,25.95,25.95,33.4009,866.75,866.75
58200,,A,22.52,10.18,10.18,4.92,37.62,37.62,33.4009,1256.54,1256.54
58210,,A,30.14,13.56,13.56,6.53,50.23,50.23,33.4009,1677.73,1677.73
58240,,A,48.1,22.25,22.25,9.82,80.17,80.17,33.4009,2677.75,2677.75
58260,,A,13.8,6.01,6.01,2.4,22.21,22.21,33.4009,741.83,741.83
58262,,A,15.54,6.29,6.29,2.68,24.51,24.51,33.4009,818.66,818.66
58263,,A,16.8,6.55,6.55,2.92,26.27,26.27,33.4009,877.44,877.44
58267,,A,17.9,7.11,7.11,3.13,28.14,28.14,33.4009,939.9,939.9
58270,,A,14.92,6.19,6.19,2.65,23.76,23.76,33.4009,793.61,793.61
58275,,A,16.6,6.7,6.7,2.92,26.22,26.22,33.4009,875.77,875.77
58280,,A,17.87,6.92,6.92,3.13,27.92,27.92,33.4009,932.55,932.55
58285,,A,22.8,11.71,11.71,5.27,39.78,39.78,33.4009,1328.69,1328.69
58290,,A,19.76,7.06,7.06,3.46,30.28,30.28,33.4009,1011.38,1011.38
58291,,A,21.51,7.43,7.43,3.77,32.71,32.71,33.4009,1092.54,1092.54
58292,,A,22.77,7.69,7.69,3.99,34.45,34.45,33.4009,1150.66,1150.66
58294,,A,21.01,7.33,7.33,3.68,32.02,32.02,33.4009,1069.5,1069.5
58301,,A,1.24,1.89,0.28,0.21,3.34,1.73,33.4009,111.56,57.78
58321,,A,0.9,1.45,0.19,0.16,2.51,1.25,33.4009,83.84,41.75
58322,,A,1.07,1.52,0.23,0.19,2.78,1.49,33.4009,92.85,49.77
58323,,A,0.22,0.18,0.05,0.04,0.44,0.31,33.4009,14.7,10.35
58340,,A,0.86,6.09,0.56,0.14,7.09,1.56,33.4009,236.81,52.11
58345,,A,4.58,2.25,2.25,0.81,7.64,7.64,33.4009,255.18,255.18
58346,,A,7.37,4.62,4.62,0.58,12.57,12.57,33.4009,419.85,419.85
58350,,A,1.03,3.08,1.3,0.18,4.29,2.51,33.4009,143.29,83.84
58353,,A,3.51,22.55,1.98,0.61,26.67,6.1,33.4009,890.8,203.75
58356,,A,6.25,41.05,1.8,1.1,48.4,9.15,33.4009,1616.6,305.62
58400,,A,6.96,4.36,4.36,1.13,12.45,12.45,33.4009,415.84,415.84
58410,,A,13.46,5.75,5.75,2.36,21.57,21.57,33.4009,720.46,720.46
58520,,A,13.14,5.68,5.68,2.31,21.13,21.13,33.4009,705.76,705.76
58540,,A,15.32,6.22,6.22,2.69,24.23,24.23,33.4009,809.3,809.3
58541,,A,11.98,5.48,5.48,1.96,19.42,19.42,33.4009,648.65,648.65
58542,,A,13.81,5.79,5.79,2.36,21.96,21.96,33.4009,733.48,733.48
58543,,A,14.03,5.73,5.73,2.47,22.23,22.23,33.4009,742.5,742.5
58544,,A,15.21,6.17,6.17,2.63,24.01,24.01,33.4009,801.96,801.96
58545,,A,15.16,6.17,6.17,2.86,24.19,24.19,33.4009,807.97,807.97
58546,,A,19.44,6.49,6.49,3.4,29.33,29.33,33.4009,979.65,979.65
58548,,A,30.84,14.23,14.23,6.66,51.73,51.73,33.4009,1727.83,1727.83
58550,,A,14.72,6.21,6.21,2.62,23.55,23.55,33.4009,786.59,786.59
58552,,A,16.49,6.76,6.76,3.02,26.27,26.27,33.4009,877.44,877.44
58553,,A,19.56,6.52,6.52,3.43,29.51,29.51,33.4009,985.66,985.66
58554,,A,22.53,8.13,8.13,4.12,34.78,34.78,33.4009,1161.68,1161.68
58555,,A,2.58,6.79,1.0,0.45,9.82,4.03,33.4009,328.0,134.61
58558,,A,4.07,33.23,1.33,0.72,38.02,6.12,33.4009,1269.9,204.41
58559,,A,5.07,1.5,1.5,0.89,7.46,7.46,33.4009,249.17,249.17
58560,,A,5.61,1.62,1.62,1.0,8.23,8.23,33.4009,274.89,274.89
58561,,A,6.44,1.81,1.81,1.15,9.4,9.4,33.4009,313.97,313.97
58562,,A,3.9,7.35,1.26,0.68,11.93,5.84,33.4009,398.47,195.06
58563,,A,4.36,55.01,1.36,0.78,60.15,6.5,33.4009,2009.06,217.11
58565,,A,6.94,39.22,3.94,1.22,47.38,12.1,33.4009,1582.53,404.15
58570,,A,13.03,6.26,6.26,2.48,21.77,21.77,33.4009,727.14,727.14
58571,,A,14.63,7.21,7.21,2.97,24.81,24.81,33.4009,828.68,828.68
58572,,A,17.27,7.57,7.57,3.47,28.31,28.31,33.4009,945.58,945.58
58573,,A,20.27,8.74,8.74,4.09,33.1,33.1,33.4009,1105.57,1105.57
58575,,A,31.79,14.52,14.52,6.85,53.16,53.16,33.4009,1775.59,1775.59
58580,,A,7.03,70.11,2.53,1.24,78.38,10.8,33.4009,2617.96,360.73
58600,,A,5.76,3.17,3.17,1.02,9.95,9.95,33.4009,332.34,332.34
58605,,A,5.15,2.99,2.99,0.91,9.05,9.05,33.4009,302.28,302.28
58611,,A,1.41,0.3,0.3,0.24,1.95,1.95,33.4009,65.13,65.13
58615,,A,3.84,2.25,2.25,0.67,6.76,6.76,33.4009,225.79,225.79
58660,,A,11.3,5.12,5.12,2.37,18.79,18.79,33.4009,627.6,627.6
58661,,A,11.07,4.35,4.35,2.13,17.55,17.55,33.4009,586.19,586.19
58662,,A,11.85,5.21,5.21,2.3,19.36,19.36,33.4009,646.64,646.64
58670,,A,5.76,3.19,3.19,1.02,9.97,9.97,33.4009,333.01,333.01
58671,,A,5.76,3.19,3.19,1.02,9.97,9.97,33.4009,333.01,333.01
58672,,A,12.59,4.51,4.51,2.2,19.3,19.3,33.4009,644.64,644.64
58673,,A,13.69,4.86,4.86,2.4,20.95,20.95,33.4009,699.75,699.75
58674,,A,13.73,5.43,5.43,2.41,21.57,21.57,33.4009,720.46,720.46
58700,,A,12.63,6.75,6.75,2.49,21.87,21.87,33.4009,730.48,730.48
58720,,A,11.86,6.62,6.62,2.43,20.91,20.91,33.4009,698.41,698.41
58740,,A,14.53,7.25,7.25,2.92,24.7,24.7,33.4009,825.0,825.0
58750,,A,15.25,6.09,6.09,2.67,24.01,24.01,33.4009,801.96,801.96
58752,,A,15.25,6.01,6.01,2.67,23.93,23.93,33.4009,799.28,799.28
58760,,A,13.58,5.73,5.73,2.38,21.69,21.69,33.4009,724.47,724.47
58770,,A,14.4,5.83,5.83,2.53,22.76,22.76,33.4009,760.2,760.2
58800,,A,4.5,5.29,3.14,0.79,10.58,8.43,33.4009,353.38,281.57
58805,,A,6.26,4.05,4.05,1.1,11.41,11.41,33.4009,381.1,381.1
58820,,A,4.58,3.7,3.7,0.81,9.09,9.09,33.4009,303.61,303.61
58822,,A,11.51,5.41,5.41,2.02,18.94,18.94,33.4009,632.61,632.61
58825,,A,11.49,5.29,5.29,2.01,18.79,18.79,33.4009,627.6,627.6
58900,,A,6.43,4.09,4.09,1.13,11.65,11.65,33.4009,389.12,389.12
58920,,A,11.65,5.2,5.2,2.05,18.9,18.9,33.4009,631.28,631.28
58925,,A,12.12,6.37,6.37,2.41,20.9,20.9,33.4009,698.08,698.08
58940,,A,8.01,5.75,5.75,1.67,15.43,15.43,33.4009,515.38,515.38
58943,,A,19.03,10.39,10.39,4.4,33.82,33.82,33.4009,1129.62,1129.62
58950,,A,17.91,10.17,10.17,3.91,31.99,31.99,33.4009,1068.49,1068.49
58951,,A,23.65,11.07,11.07,5.12,39.84,39.84,33.4009,1330.69,1330.69
58952,,A,26.61,13.07,13.07,5.82,45.5,45.5,33.4009,1519.74,1519.74
58953,,A,33.28,14.73,14.73,7.24,55.25,55.25,33.4009,1845.4,1845.4
58954,,A,36.2,15.68,15.68,7.84,59.72,59.72,33.4009,1994.7,1994.7
58956,,A,22.23,10.75,10.75,4.76,37.74,37.74,33.4009,1260.55,1260.55
58958,,A,28.49,10.03,10.03,4.99,43.51,43.51,33.4009,1453.27,1453.27
58960,,A,15.4,9.28,9.28,3.57,28.25,28.25,33.4009,943.58,943.58
58970,,A,3.43,3.08,1.15,0.59,7.1,5.17,33.4009,237.15,172.68
58976,,A,3.72,3.27,1.21,0.65,7.64,5.58,33.4009,255.18,186.38
59000,,A,1.27,1.9,0.5,0.41,3.58,2.18,33.4009,119.58,72.81
59001,,A,2.93,0.92,0.92,0.93,4.78,4.78,33.4009,159.66,159.66
59012,,A,3.35,0.95,0.95,1.08,5.38,5.38,33.4009,179.7,179.7
59015,,A,2.15,1.98,0.69,0.68,4.81,3.52,33.4009,160.66,117.57
59020,,A,0.64,1.35,1.35,0.19,2.18,2.18,33.4009,72.81,72.81
59020,26,A,0.64,0.28,0.28,0.18,1.1,1.1,33.4009,36.74,36.74
59020,TC,A,0.0,1.07,1.07,0.01,1.08,1.08,33.4009,36.07,36.07
59025,,A,0.52,0.85,0.85,0.14,1.51,1.51,33.4009,50.44,50.44
59025,26,A,0.52,0.23,0.23,0.13,0.88,0.88,33.4009,29.39,29.39
59025,TC,A,0.0,0.62,0.62,0.01,0.63,0.63,33.4009,21.04,21.04
59030,,A,1.94,0.41,0.41,0.61,2.96,2.96,33.4009,98.87,98.87
59050,,A,0.87,0.19,0.19,0.27,1.33,1.33,33.4009,44.42,44.42
59051,,A,0.72,0.15,0.15,0.22,1.09,1.09,33.4009,36.41,36.41
59070,,A,5.11,5.34,1.51,1.63,12.08,8.25,33.4009,403.48,275.56
59072,,A,8.77,2.28,2.28,2.81,13.86,13.86,33.4009,462.94,462.94
59074,,A,5.11,4.89,1.51,1.63,11.63,8.25,33.4009,388.45,275.56
59076,,A,8.77,2.28,2.28,2.81,13.86,13.86,33.4009,462.94,462.94
59100,,A,13.04,5.85,5.85,4.18,23.07,23.07,33.4009,770.56,770.56
59120,,A,12.35,5.7,5.7,3.95,22.0,22.0,33.4009,734.82,734.82
59121,,A,12.42,5.61,5.61,3.98,22.01,22.01,33.4009,735.15,735.15
59130,,A,14.7,6.1,6.1,4.72,25.52,25.52,33.4009,852.39,852.39
59136,,A,13.89,5.84,5.84,4.46,24.19,24.19,33.4009,807.97,807.97
59140,,A,5.79,3.74,3.74,1.85,11.38,11.38,33.4009,380.1,380.1
59150,,A,11.98,5.53,5.53,3.84,21.35,21.35,33.4009,713.11,713.11
59151,,A,11.81,5.2,5.2,3.78,20.79,20.79,33.4009,694.4,694.4
59160,,A,2.69,4.33,1.46,0.87,7.89,5.02,33.4009,263.53,167.67
59200,,A,1.17,2.37,0.26,0.36,3.9,1.79,33.4009,130.26,59.79
59300,,A,2.35,3.64,0.89,0.76,6.75,4.0,33.4009,225.46,133.6
59320,,A,2.42,0.9,0.9,0.79,4.11,4.11,33.4009,137.28,137.28
59325,,A,3.96,1.22,1.22,1.27,6.45,6.45,33.4009,215.44,215.44
59350,,A,4.82,1.02,1.02,1.53,7.37,7.37,33.4009,246.16,246.16
59400,,A,37.0,18.76,18.76,10.54,66.3,66.3,33.4009,2214.48,2214.48
59409,,A,14.37,3.22,3.22,4.02,21.61,21.61,33.4009,721.79,721.79
59410,,A,18.76,5.13,5.13,5.34,29.23,29.23,33.4009,976.31,976.31
59412,,A,1.71,0.57,0.57,0.54,2.82,2.82,33.4009,94.19,94.19
59414,,A,1.61,0.35,0.35,0.5,2.46,2.46,33.4009,82.17,82.17
59425,,A,7.8,7.18,1.7,2.23,17.21,11.73,33.4009,574.83,391.79
59426,,A,14.3,13.2,3.11,4.1,31.6,21.51,33.4009,1055.47,718.45
59430,,A,3.22,3.68,0.7,0.92,7.82,4.84,33.4009,261.2,161.66
59510,,A,41.05,20.0,20.0,13.0,74.05,74.05,33.4009,2473.34,2473.34
59514,,A,16.13,3.52,3.52,5.01,24.66,24.66,33.4009,823.67,823.67
59515,,A,22.79,6.62,6.62,7.26,36.67,36.67,33.4009,1224.81,1224.81
59525,,A,8.32,1.77,1.77,2.67,12.76,12.76,33.4009,426.2,426.2
59610,,A,38.71,18.63,18.63,12.44,69.78,69.78,33.4009,2330.71,2330.71
59612,,A,16.09,3.41,3.41,5.15,24.65,24.65,33.4009,823.33,823.33
59614,,A,20.48,4.88,4.88,6.57,31.93,31.93,33.4009,1066.49,1066.49
59618,,A,41.57,19.93,19.93,13.36,74.86,74.86,33.4009,2500.39,2500.39
59620,,A,16.66,3.53,3.53,5.33,25.52,25.52,33.4009,852.39,852.39
59622,,A,23.32,7.03,7.03,7.47,37.82,37.82,33.4009,1263.22,1263.22
59812,,A,4.33,5.06,2.67,1.37,10.76,8.37,33.4009,359.39,279.57
59820,,A,4.72,6.7,4.3,1.5,12.92,10.52,33.4009,431.54,351.38
59821,,A,4.96,6.25,3.75,1.59,12.8,10.3,33.4009,427.53,344.03
59830,,A,6.43,4.06,4.06,2.06,12.55,12.55,33.4009,419.18,419.18
59840,,R,2.93,3.46,2.17,0.93,7.32,6.03,33.4009,244.49,201.41
59841,,R,5.51,5.42,2.8,1.76,12.69,10.07,33.4009,423.86,336.35
59850,,R,5.75,3.03,3.03,1.84,10.62,10.62,33.4009,354.72,354.72
59851,,R,5.77,3.96,3.96,1.85,11.58,11.58,33.4009,386.78,386.78
59852,,R,8.02,5.27,5.27,2.57,15.86,15.86,33.4009,529.74,529.74
59855,,R,6.27,3.27,3.27,2.01,11.55,11.55,33.4009,385.78,385.78
59856,,R,7.6,3.41,3.41,2.43,13.44,13.44,33.4009,448.91,448.91
59857,,R,9.1,3.61,3.61,2.92,15.63,15.63,33.4009,522.06,522.06
59866,,R,3.89,1.25,1.25,1.25,6.39,6.39,33.4009,213.43,213.43
59870,,A,6.41,5.99,5.99,2.05,14.45,14.45,33.4009,482.64,482.64
59871,,A,2.08,0.87,0.87,0.66,3.61,3.61,33.4009,120.58,120.58
60000,,A,1.76,3.59,2.35,0.25,5.6,4.36,33.4009,187.05,145.63
