hcpcs_code,modifier,status_code,work_rvu,non_facility_pe_rvu,facility_pe_rvu,malpractice_rvu,total_non_facility,total_facility,conversion_factor,rate_non_facility,rate_facility
60100,,A,1.52,1.56,0.27,0.17,3.25,1.96,33.4009,108.55,65.47
60200,,A,9.77,6.8,6.8,2.04,18.61,18.61,33.4009,621.59,621.59
60210,,A,10.95,6.15,6.15,2.28,19.38,19.38,33.4009,647.31,647.31
60212,,A,16.02,8.83,8.83,4.28,29.13,29.13,33.4009,972.97,972.97
60220,,A,10.91,6.13,6.13,2.13,19.17,19.17,33.4009,640.3,640.3
60225,,A,14.42,8.11,8.11,2.9,25.43,25.43,33.4009,849.38,849.38
60240,,A,14.66,7.15,7.15,3.03,24.84,24.84,33.4009,829.68,829.68
60252,,A,21.46,9.56,9.56,4.27,35.29,35.29,33.4009,1178.72,1178.72
60254,,A,27.71,11.13,11.13,5.52,44.36,44.36,33.4009,1481.66,1481.66
60260,,A,17.8,7.77,7.77,3.47,29.04,29.04,33.4009,969.96,969.96
60270,,A,22.62,9.48,9.48,4.69,36.79,36.79,33.4009,1228.82,1228.82
60271,,A,17.18,7.69,7.69,3.46,28.33,28.33,33.4009,946.25,946.25
60280,,A,6.01,5.33,5.33,0.93,12.27,12.27,33.4009,409.83,409.83
60281,,A,8.6,5.87,5.87,1.26,15.73,15.73,33.4009,525.4,525.4
60300,,A,0.95,2.03,0.19,0.11,3.09,1.25,33.4009,103.21,41.75
60500,,A,15.21,8.09,8.09,3.39,26.69,26.69,33.4009,891.47,891.47
60502,,A,20.62,10.52,10.52,4.87,36.01,36.01,33.4009,1202.77,1202.77
60505,,A,22.48,10.18,10.18,3.27,35.93,35.93,33.4009,1200.09,1200.09
60512,,A,4.33,1.08,1.08,0.91,6.32,6.32,33.4009,211.09,211.09
60520,,A,16.73,8.63,8.63,4.07,29.43,29.43,33.4009,982.99,982.99
60521,,A,18.7,8.99,8.99,4.68,32.37,32.37,33.4009,1081.19,1081.19
60522,,A,22.89,10.38,10.38,5.66,38.93,38.93,33.4009,1300.3,1300.3
60540,,A,17.57,8.72,8.72,3.98,30.27,30.27,33.4009,1011.05,1011.05
60545,,A,20.41,9.87,9.87,4.88,35.16,35.16,33.4009,1174.38,1174.38
60600,,A,24.46,6.59,6.59,5.6,36.65,36.65,33.4009,1224.14,1224.14
60605,,A,31.16,5.78,5.78,7.97,44.91,44.91,33.4009,1500.03,1500.03
60650,,A,20.21,8.24,8.24,4.6,33.05,33.05,33.4009,1103.9,1103.9
60660,,A,5.61,70.39,1.78,0.95,76.95,8.34,33.4009,2570.2,278.56
60661,,A,4.14,7.42,0.87,0.69,12.25,5.7,33.4009,409.16,190.39
61000,,A,1.54,1.15,1.15,0.64,3.33,3.33,33.4009,111.22,111.22
61001,,A,1.45,1.12,1.12,0.6,3.17,3.17,33.4009,105.88,105.88
61020,,A,1.47,0.97,0.97,0.51,2.95,2.95,33.4009,98.53,98.53
61026,,A,1.65,1.01,1.01,0.48,3.14,3.14,33.4009,104.88,104.88
61050,,A,1.47,0.46,0.46,0.14,2.07,2.07,33.4009,69.14,69.14
61055,,A,2.05,0.64,0.64,0.26,2.95,2.95,33.4009,98.53,98.53
61070,,A,0.87,0.52,0.52,0.15,1.54,1.54,33.4009,51.44,51.44
61105,,A,5.31,7.38,7.38,2.23,14.92,14.92,33.4009,498.34,498.34
61107,,A,4.87,1.7,1.7,2.04,8.61,8.61,33.4009,287.58,287.58
61108,,A,11.35,11.88,11.88,4.58,27.81,27.81,33.4009,928.88,928.88
61120,,A,9.36,9.87,9.87,3.93,23.16,23.16,33.4009,773.56,773.56
61140,,A,16.8,14.14,14.14,7.02,37.96,37.96,33.4009,1267.9,1267.9
61150,,A,18.43,13.82,13.82,7.76,40.01,40.01,33.4009,1336.37,1336.37
61151,,A,13.15,11.2,11.2,5.54,29.89,29.89,33.4009,998.35,998.35
61154,,A,16.64,14.89,14.89,6.99,38.52,38.52,33.4009,1286.6,1286.6
61156,,A,17.01,12.52,12.52,7.12,36.65,36.65,33.4009,1224.14,1224.14
61210,,A,5.68,1.99,1.99,2.38,10.05,10.05,33.4009,335.68,335.68
61215,,A,5.7,8.59,8.59,2.4,16.69,16.69,33.4009,557.46,557.46
61250,,A,11.2,10.51,10.51,4.73,26.44,26.44,33.4009,883.12,883.12
61253,,A,13.15,11.2,11.2,5.54,29.89,29.89,33.4009,998.35,998.35
61304,,A,22.82,15.82,15.82,9.53,48.17,48.17,33.4009,1608.92,1608.92
61305,,A,27.92,18.95,18.95,11.81,58.68,58.68,33.4009,1959.96,1959.96
61312,,A,29.42,18.25,18.25,12.36,60.03,60.03,33.4009,2005.06,2005.06
61313,,A,27.39,19.42,19.42,11.5,58.31,58.31,33.4009,1947.61,1947.61
61314,,A,25.25,17.69,17.69,10.62,53.56,53.56,33.4009,1788.95,1788.95
61315,,A,28.91,19.26,19.26,12.22,60.39,60.39,33.4009,2017.08,2017.08
61316,,A,1.36,0.47,0.47,0.56,2.39,2.39,33.4009,79.83,79.83
61320,,A,26.73,17.13,17.13,11.14,55.0,55.0,33.4009,1837.05,1837.05
61321,,A,29.77,19.6,19.6,12.58,61.95,61.95,33.4009,2069.19,2069.19
61322,,A,33.4,21.53,21.53,14.04,68.97,68.97,33.4009,2303.66,2303.66
61323,,A,34.18,20.22,20.22,14.42,68.82,68.82,33.4009,2298.65,2298.65
61330,,A,24.67,17.7,17.7,10.43,52.8,52.8,33.4009,1763.57,1763.57
61333,,A,28.54,18.0,18.0,12.06,58.6,58.6,33.4009,1957.29,1957.29
61340,,A,19.61,14.86,14.86,8.28,42.75,42.75,33.4009,1427.89,1427.89
61343,,A,31.06,19.43,19.43,12.75,63.24,63.24,33.4009,2112.27,2112.27
61345,,A,28.5,19.03,19.03,12.04,59.57,59.57,33.4009,1989.69,1989.69
61450,,A,27.0,17.45,17.45,11.41,55.86,55.86,33.4009,1865.77,1865.77
61458,,A,28.12,18.84,18.84,11.83,58.79,58.79,33.4009,1963.64,1963.64
61460,,A,29.48,19.38,19.38,12.46,61.32,61.32,33.4009,2048.14,2048.14
61500,,A,18.7,11.62,11.62,5.57,35.89,35.89,33.4009,1198.76,1198.76
61501,,A,15.94,10.99,10.99,4.69,31.62,31.62,33.4009,1056.14,1056.14
61510,,A,30.06,22.01,22.01,12.64,64.71,64.71,33.4009,2161.37,2161.37
61512,,A,36.21,22.34,22.34,15.21,73.76,73.76,33.4009,2463.65,2463.65
61514,,A,26.55,18.01,18.01,11.05,55.61,55.61,33.4009,1857.42,1857.42
61516,,A,25.92,17.81,17.81,10.82,54.55,54.55,33.4009,1822.02,1822.02
61517,,A,1.35,0.47,0.47,0.56,2.38,2.38,33.4009,79.49,79.49
61518,,A,38.89,25.12,25.12,16.38,80.39,80.39,33.4009,2685.1,2685.1
61519,,A,42.34,24.43,24.43,17.73,84.5,84.5,33.4009,2822.38,2822.38
61520,,A,55.66,27.93,27.93,21.17,104.76,104.76,33.4009,3499.08,3499.08
61521,,A,45.82,25.49,25.49,18.83,90.14,90.14,33.4009,3010.76,3010.76
61522,,A,30.75,19.82,19.82,12.98,63.55,63.55,33.4009,2122.63,2122.63
61524,,A,29.14,19.26,19.26,12.32,60.72,60.72,33.4009,2028.1,2028.1
61526,,A,52.73,22.42,22.42,15.53,90.68,90.68,33.4009,3028.79,3028.79
61530,,A,44.42,24.63,24.63,18.76,87.81,87.81,33.4009,2932.93,2932.93
61531,,A,16.0,14.29,14.29,6.74,37.03,37.03,33.4009,1236.84,1236.84
61533,,A,20.92,15.31,15.31,8.83,45.06,45.06,33.4009,1505.04,1505.04
61534,,A,22.43,16.9,16.9,9.47,48.8,48.8,33.4009,1629.96,1629.96
61535,,A,12.82,12.47,12.47,5.4,30.69,30.69,33.4009,1025.07,1025.07
61536,,A,36.78,21.94,21.94,15.53,74.25,74.25,33.4009,2480.02,2480.02
61537,,A,35.54,19.96,19.96,15.01,70.51,70.51,33.4009,2355.1,2355.1
61538,,A,38.46,21.47,21.47,16.24,76.17,76.17,33.4009,2544.15,2544.15
61539,,A,33.42,20.76,20.76,14.12,68.3,68.3,33.4009,2281.28,2281.28
61540,,A,30.64,19.7,19.7,12.95,63.29,63.29,33.4009,2113.94,2113.94
61541,,A,30.17,19.62,19.62,12.74,62.53,62.53,33.4009,2088.56,2088.56
61543,,A,30.53,19.75,19.75,12.89,63.17,63.17,33.4009,2109.93,2109.93
61544,,A,26.68,17.33,17.33,11.28,55.29,55.29,33.4009,1846.74,1846.74
61545,,A,45.27,27.5,27.5,19.1,91.87,91.87,33.4009,3068.54,3068.54
61546,,A,32.6,20.47,20.47,13.77,66.84,66.84,33.4009,2232.52,2232.52
61548,,A,22.79,13.62,13.62,8.11,44.52,44.52,33.4009,1487.01,1487.01
61550,,A,15.2,14.87,14.87,6.41,36.48,36.48,33.4009,1218.46,1218.46
61552,,A,19.89,16.01,16.01,8.38,44.28,44.28,33.4009,1478.99,1478.99
61556,,A,23.49,16.82,16.82,9.92,50.23,50.23,33.4009,1677.73,1677.73
61557,,A,22.73,17.76,17.76,9.6,50.09,50.09,33.4009,1673.05,1673.05
61558,,A,25.84,18.61,18.61,10.92,55.37,55.37,33.4009,1849.41,1849.41
61559,,A,33.17,23.0,23.0,14.0,70.17,70.17,33.4009,2343.74,2343.74
61563,,A,27.73,18.31,18.31,11.72,57.76,57.76,33.4009,1929.24,1929.24
61564,,A,33.87,21.68,21.68,14.3,69.85,69.85,33.4009,2333.05,2333.05
61566,,A,31.64,20.04,20.04,13.37,65.05,65.05,33.4009,2172.73,2172.73
61567,,A,36.08,22.75,22.75,15.23,74.06,74.06,33.4009,2473.67,2473.67
61570,,A,25.85,18.1,18.1,10.93,54.88,54.88,33.4009,1833.04,1833.04
61571,,A,27.71,18.76,18.76,11.72,58.19,58.19,33.4009,1943.6,1943.6
61575,,A,35.65,21.54,21.54,15.05,72.24,72.24,33.4009,2412.88,2412.88
61576,,A,53.93,48.9,48.9,22.75,125.58,125.58,33.4009,4194.49,4194.49
61580,,A,33.65,25.75,25.75,7.02,66.42,66.42,33.4009,2218.49,2218.49
61581,,A,38.15,26.93,26.93,5.57,70.65,70.65,33.4009,2359.77,2359.77
61582,,A,34.26,44.35,44.35,13.53,92.14,92.14,33.4009,3077.56,3077.56
61583,,A,37.54,34.62,34.62,15.37,87.53,87.53,33.4009,2923.58,2923.58
61584,,A,36.76,33.67,33.67,14.34,84.77,84.77,33.4009,2831.39,2831.39
61585,,A,41.51,38.43,38.43,17.52,97.46,97.46,33.4009,3255.25,3255.25
61586,,A,26.79,40.91,40.91,11.32,79.02,79.02,33.4009,2639.34,2639.34
61590,,A,45.86,24.78,24.78,9.17,79.81,79.81,33.4009,2665.73,2665.73
61591,,A,45.84,26.12,26.12,11.25,83.21,83.21,33.4009,2779.29,2779.29
61592,,A,42.0,32.7,32.7,16.12,90.82,90.82,33.4009,3033.47,3033.47
61595,,A,32.9,24.06,24.06,8.49,65.45,65.45,33.4009,2186.09,2186.09
61596,,A,38.44,18.52,18.52,5.6,62.56,62.56,33.4009,2089.56,2089.56
61597,,A,39.8,32.18,32.18,16.81,88.79,88.79,33.4009,2965.67,2965.67
61598,,A,35.62,34.6,34.6,15.04,85.26,85.26,33.4009,2847.76,2847.76
61600,,A,29.26,21.58,21.58,6.49,57.33,57.33,33.4009,1914.87,1914.87
61601,,A,30.36,29.56,29.56,11.95,71.87,71.87,33.4009,2400.52,2400.52
61605,,A,31.76,19.93,19.93,5.57,57.26,57.26,33.4009,1912.54,1912.54
61606,,A,41.0,26.61,26.61,14.07,81.68,81.68,33.4009,2728.19,2728.19
61607,,A,39.91,23.47,23.47,11.26,74.64,74.64,33.4009,2493.04,2493.04
61608,,A,44.4,32.16,32.16,18.09,94.65,94.65,33.4009,3161.4,3161.4
61611,,A,7.22,2.53,2.53,3.04,12.79,12.79,33.4009,427.2,427.2
61613,,A,43.9,33.63,33.63,18.54,96.07,96.07,33.4009,3208.82,3208.82
61615,,A,34.88,34.76,34.76,14.74,84.38,84.38,33.4009,2818.37,2818.37
61616,,A,45.57,32.19,32.19,16.71,94.47,94.47,33.4009,3155.38,3155.38
61618,,A,18.22,12.18,12.18,6.08,36.48,36.48,33.4009,1218.46,1218.46
61619,,A,21.55,16.21,16.21,9.11,46.87,46.87,33.4009,1565.5,1565.5
61623,,A,9.7,2.87,2.87,2.95,15.52,15.52,33.4009,518.38,518.38
61624,,A,19.5,5.41,5.41,6.37,31.28,31.28,33.4009,1044.78,1044.78
61626,,A,14.93,272.48,3.6,4.05,291.46,22.58,33.4009,9735.03,754.19
61630,,R,21.52,9.22,9.22,6.82,37.56,37.56,33.4009,1254.54,1254.54
61635,,R,23.67,9.66,9.66,7.28,40.61,40.61,33.4009,1356.41,1356.41
61645,,A,14.63,3.69,3.69,4.31,22.63,22.63,33.4009,755.86,755.86
61650,,A,9.75,2.73,2.73,3.19,15.67,15.67,33.4009,523.39,523.39
61651,,A,4.14,1.19,1.19,1.37,6.7,6.7,33.4009,223.79,223.79
61680,,A,31.74,20.93,20.93,13.42,66.09,66.09,33.4009,2207.47,2207.47
61682,,A,61.82,28.89,28.89,25.54,116.25,116.25,33.4009,3882.85,3882.85
61684,,A,40.6,24.04,24.04,17.13,81.77,81.77,33.4009,2731.19,2731.19
61686,,A,65.81,33.61,33.61,27.78,127.2,127.2,33.4009,4248.59,4248.59
61690,,A,30.56,20.12,20.12,12.9,63.58,63.58,33.4009,2123.63,2123.63
61692,,A,53.23,28.09,28.09,22.47,103.79,103.79,33.4009,3466.68,3466.68
61697,,A,61.82,32.05,32.05,26.02,119.89,119.89,33.4009,4004.43,4004.43
61698,,A,67.89,34.34,34.34,28.66,130.89,130.89,33.4009,4371.84,4371.84
61700,,A,49.35,26.72,26.72,20.06,96.13,96.13,33.4009,3210.83,3210.83
61702,,A,58.54,31.06,31.06,24.72,114.32,114.32,33.4009,3818.39,3818.39
61703,,A,18.33,14.4,14.4,7.72,40.45,40.45,33.4009,1351.07,1351.07
61705,,A,37.15,22.07,22.07,15.67,74.89,74.89,33.4009,2501.39,2501.39
61708,,A,36.27,21.77,21.77,15.32,73.36,73.36,33.4009,2450.29,2450.29
61710,,A,30.51,18.68,18.68,12.88,62.07,62.07,33.4009,2073.19,2073.19
61711,,A,37.27,21.94,21.94,15.48,74.69,74.69,33.4009,2494.71,2494.71
61715,26,A,18.48,12.98,12.98,7.1,38.56,38.56,33.4009,1287.94,1287.94
61720,,A,17.18,13.38,13.38,7.25,37.81,37.81,33.4009,1262.89,1262.89
61735,,A,21.79,16.06,16.06,9.19,47.04,47.04,33.4009,1571.18,1571.18
61736,,A,18.58,7.75,7.75,7.85,34.18,34.18,33.4009,1141.64,1141.64
61737,,A,22.1,8.99,8.99,9.33,40.42,40.42,33.4009,1350.06,1350.06
61750,,A,19.33,14.03,14.03,8.12,41.48,41.48,33.4009,1385.47,1385.47
61751,,A,18.32,15.49,15.49,7.7,41.51,41.51,33.4009,1386.47,1386.47
61760,,A,21.83,15.49,15.49,9.21,46.53,46.53,33.4009,1554.14,1554.14
61770,,A,22.61,15.29,15.29,9.55,47.45,47.45,33.4009,1584.87,1584.87
61781,,A,3.66,1.27,1.27,1.51,6.44,6.44,33.4009,215.1,215.1
61782,,A,3.1,0.76,0.76,0.46,4.32,4.32,33.4009,144.29,144.29
61783,,A,3.66,1.24,1.24,1.31,6.21,6.21,33.4009,207.42,207.42
61790,,A,11.31,10.89,10.89,4.68,26.88,26.88,33.4009,897.82,897.82
61791,,A,15.02,12.38,12.38,6.33,33.73,33.73,33.4009,1126.61,1126.61
61796,,A,13.58,11.06,11.06,5.68,30.32,30.32,33.4009,1012.72,1012.72
61797,,A,3.39,1.18,1.18,1.42,5.99,5.99,33.4009,200.07,200.07
61798,,A,19.35,12.76,12.76,7.96,40.07,40.07,33.4009,1338.37,1338.37
61799,,A,4.69,1.63,1.63,1.93,8.25,8.25,33.4009,275.56,275.56
61800,,A,2.19,1.25,1.25,0.92,4.36,4.36,33.4009,145.63,145.63
61850,,A,13.01,11.15,11.15,5.48,29.64,29.64,33.4009,990.0,990.0
61860,,A,21.7,14.97,14.97,9.17,45.84,45.84,33.4009,1531.1,1531.1
61863,,A,20.19,16.07,16.07,8.53,44.79,44.79,33.4009,1496.03,1496.03
61864,,A,4.38,1.54,1.54,1.84,7.76,7.76,33.4009,259.19,259.19
61867,,A,32.2,20.26,20.26,13.6,66.06,66.06,33.4009,2206.46,2206.46
61868,,A,7.71,2.7,2.7,3.24,13.65,13.65,33.4009,455.92,455.92
61880,,A,6.78,8.93,8.93,2.84,18.55,18.55,33.4009,619.59,619.59
61885,,A,5.9,8.42,8.42,2.37,16.69,16.69,33.4009,557.46,557.46
61886,,A,9.68,14.17,14.17,4.03,27.88,27.88,33.4009,931.22,931.22
61888,,A,5.1,4.93,4.93,2.04,12.07,12.07,33.4009,403.15,403.15
61889,,A,25.11,16.68,16.68,10.61,52.4,52.4,33.4009,1750.21,1750.21
61891,,A,10.97,9.84,9.84,4.26,25.07,25.07,33.4009,837.36,837.36
61892,,A,14.63,12.03,12.03,6.16,32.82,32.82,33.4009,1096.22,1096.22
62000,,A,13.58,11.86,11.86,5.72,31.16,31.16,33.4009,1040.77,1040.77
62005,,A,17.19,13.38,13.38,7.26,37.83,37.83,33.4009,1263.56,1263.56
62010,,A,20.89,15.74,15.74,8.81,45.44,45.44,33.4009,1517.74,1517.74
62100,,A,22.94,13.23,13.23,7.43,43.6,43.6,33.4009,1456.28,1456.28
62115,,A,22.34,18.57,18.57,9.42,50.33,50.33,33.4009,1681.07,1681.07
62117,,A,27.64,17.73,17.73,11.7,57.07,57.07,33.4009,1906.19,1906.19
62120,,A,23.98,30.1,30.1,10.13,64.21,64.21,33.4009,2144.67,2144.67
62121,,A,22.45,14.52,14.52,5.94,42.91,42.91,33.4009,1433.23,1433.23
62140,,A,14.19,10.22,10.22,4.9,29.31,29.31,33.4009,978.98,978.98
62141,,A,15.67,11.76,11.76,5.97,33.4,33.4,33.4009,1115.59,1115.59
62142,,A,11.53,10.81,10.81,4.64,26.98,26.98,33.4009,901.16,901.16
62143,,A,13.8,11.79,11.79,5.63,31.22,31.22,33.4009,1042.78,1042.78
62145,,A,19.59,13.57,13.57,7.74,40.9,40.9,33.4009,1366.1,1366.1
62146,,A,16.85,13.27,13.27,7.1,37.22,37.22,33.4009,1243.18,1243.18
62147,,A,20.15,12.79,12.79,7.85,40.79,40.79,33.4009,1362.42,1362.42
62148,,A,1.95,0.68,0.68,0.82,3.45,3.45,33.4009,115.23,115.23
62160,,A,2.93,1.02,1.02,1.21,5.16,5.16,33.4009,172.35,172.35
62161,,A,20.7,15.65,15.65,8.64,44.99,44.99,33.4009,1502.71,1502.71
62162,,A,26.13,18.31,18.31,11.05,55.49,55.49,33.4009,1853.42,1853.42
62164,,A,28.69,20.85,20.85,12.13,61.67,61.67,33.4009,2059.83,2059.83
62165,,A,22.65,12.66,12.66,6.62,41.93,41.93,33.4009,1400.5,1400.5
62180,,A,22.02,15.79,15.79,9.28,47.09,47.09,33.4009,1572.85,1572.85
62190,,A,11.87,11.51,11.51,4.99,28.37,28.37,33.4009,947.58,947.58
62192,,A,13.02,11.91,11.91,5.48,30.41,30.41,33.4009,1015.72,1015.72
62194,,A,5.64,7.78,7.78,2.35,15.77,15.77,33.4009,526.73,526.73
62200,,A,18.81,13.96,13.96,7.93,40.7,40.7,33.4009,1359.42,1359.42
62201,,A,15.64,14.53,14.53,6.55,36.72,36.72,33.4009,1226.48,1226.48
62220,,A,13.75,9.96,9.96,5.32,29.03,29.03,33.4009,969.63,969.63
62223,,A,13.7,11.87,11.87,5.07,30.64,30.64,33.4009,1023.4,1023.4
62225,,A,6.04,8.58,8.58,2.51,17.13,17.13,33.4009,572.16,572.16
62230,,A,11.14,9.63,9.63,4.36,25.13,25.13,33.4009,839.36,839.36
62252,,A,0.72,2.11,2.11,0.28,3.11,3.11,33.4009,103.88,103.88
62252,26,A,0.72,0.49,0.49,0.27,1.48,1.48,33.4009,49.43,49.43
62252,TC,A,0.0,1.62,1.62,0.01,1.63,1.63,33.4009,54.44,54.44
62256,,A,7.2,8.98,8.98,2.98,19.16,19.16,33.4009,639.96,639.96
62258,,A,15.25,11.77,11.77,6.07,33.09,33.09,33.4009,1105.24,1105.24
62263,,A,4.88,14.56,3.59,0.46,19.9,8.93,33.4009,664.68,298.27
62264,,A,4.31,8.64,1.68,0.42,13.37,6.41,33.4009,446.57,214.1
62267,,A,2.93,4.49,0.78,0.33,7.75,4.04,33.4009,258.86,134.94
62268,,A,4.61,2.98,2.98,1.94,9.53,9.53,33.4009,318.31,318.31
62269,,A,4.88,1.31,1.31,0.46,6.65,6.65,33.4009,222.12,222.12
62270,,A,1.19,3.46,0.28,0.29,4.94,1.76,33.4009,165.0,58.79
62272,,A,1.54,4.48,0.53,0.47,6.49,2.54,33.4009,216.77,84.84
62273,,A,2.1,2.84,0.75,0.21,5.15,3.06,33.4009,172.01,102.21
62280,,A,2.56,6.9,1.26,0.26,9.72,4.08,33.4009,324.66,136.28
62281,,A,2.59,4.63,1.29,0.2,7.42,4.08,33.4009,247.83,136.28
62282,,A,2.27,7.77,1.4,0.21,10.25,3.88,33.4009,342.36,129.6
62284,,A,1.5,3.73,0.49,0.16,5.39,2.15,33.4009,180.03,71.81
62287,,A,9.03,6.02,6.02,0.93,15.98,15.98,33.4009,533.75,533.75
62290,,A,2.93,7.89,1.08,0.26,11.08,4.27,33.4009,370.08,142.62
62291,,A,2.84,7.02,0.92,0.24,10.1,4.0,33.4009,337.35,133.6
62292,,A,9.24,5.07,5.07,0.96,15.27,15.27,33.4009,510.03,510.03
62294,,A,12.55,10.76,10.76,5.29,28.6,28.6,33.4009,955.27,955.27
62302,,A,2.23,4.88,0.61,0.22,7.33,3.06,33.4009,244.83,102.21
62303,,A,2.23,5.01,0.61,0.21,7.45,3.05,33.4009,248.84,101.87
62304,,A,2.19,4.85,0.61,0.22,7.26,3.02,33.4009,242.49,100.87
62305,,A,2.29,5.41,0.63,0.22,7.92,3.14,33.4009,264.54,104.88
62320,,A,1.76,2.93,0.66,0.21,4.9,2.63,33.4009,163.66,87.84
62321,,A,1.9,6.2,0.78,0.18,8.28,2.86,33.4009,276.56,95.53
62322,,A,1.51,2.7,0.56,0.15,4.36,2.22,33.4009,145.63,74.15
62323,,A,1.76,6.25,0.74,0.17,8.18,2.67,33.4009,273.22,89.18
62324,,A,1.84,2.6,0.58,0.16,4.6,2.58,33.4009,153.64,86.17
62325,,A,2.15,5.6,0.68,0.19,7.94,3.02,33.4009,265.2,100.87
62326,,A,1.74,2.7,0.57,0.15,4.59,2.46,33.4009,153.31,82.17
62327,,A,1.85,6.18,0.75,0.19,8.22,2.79,33.4009,274.56,93.19
62328,,A,1.69,4.58,0.33,0.18,6.45,2.2,33.4009,215.44,73.48
62329,,A,1.98,5.86,0.45,0.35,8.19,2.78,33.4009,273.55,92.85
62330,,A,8.0,5.64,5.64,0.71,14.35,14.35,33.4009,479.3,479.3
62331,,A,4.25,1.03,1.03,0.38,5.66,5.66,33.4009,189.05,189.05
62350,,A,5.9,4.24,4.24,1.17,11.31,11.31,33.4009,377.76,377.76
62351,,A,11.37,11.85,11.85,4.15,27.37,27.37,33.4009,914.18,914.18
62355,,A,3.46,4.09,4.09,0.86,8.41,8.41,33.4009,280.9,280.9
62360,,A,4.22,4.09,4.09,0.99,9.3,9.3,33.4009,310.63,310.63
62361,,A,4.88,6.99,6.99,2.05,13.92,13.92,33.4009,464.94,464.94
62362,,A,5.46,4.41,4.41,1.26,11.13,11.13,33.4009,371.75,371.75
62365,,A,3.83,4.05,4.05,0.98,8.86,8.86,33.4009,295.93,295.93
62367,,A,0.47,0.48,0.12,0.05,1.0,0.64,33.4009,33.4,21.38
62368,,A,0.65,0.67,0.16,0.07,1.39,0.88,33.4009,46.43,29.39
62369,,A,0.65,2.19,0.17,0.07,2.91,0.89,33.4009,97.2,29.73
62370,,A,0.88,1.95,0.22,0.08,2.91,1.18,33.4009,97.2,39.41
63001,,A,17.17,12.12,12.12,6.45,35.74,35.74,33.4009,1193.75,1193.75
63003,,A,17.3,12.11,12.11,6.46,35.87,35.87,33.4009,1198.09,1198.09
63005,,A,16.02,13.56,13.56,6.12,35.7,35.7,33.4009,1192.41,1192.41
63011,,A,15.51,10.72,10.72,4.03,30.26,30.26,33.4009,1010.71,1010.71
63012,,A,16.43,12.37,12.37,5.62,34.42,34.42,33.4009,1149.66,1149.66
63015,,A,20.33,15.08,15.08,7.84,43.25,43.25,33.4009,1444.59,1444.59
63016,,A,21.48,14.39,14.39,7.94,43.81,43.81,33.4009,1463.29,1463.29
63017,,A,16.9,13.89,13.89,6.49,37.28,37.28,33.4009,1245.19,1245.19
63020,,A,14.54,12.56,12.56,4.76,31.86,31.86,33.4009,1064.15,1064.15
63030,,A,11.7,11.35,11.35,3.84,26.89,26.89,33.4009,898.15,898.15
63032,,A,2.5,0.79,0.79,0.79,4.08,4.08,33.4009,136.28,136.28
63035,,A,3.76,1.25,1.25,1.17,6.18,6.18,33.4009,206.42,206.42
63040,,A,19.8,12.61,12.61,6.15,38.56,38.56,33.4009,1287.94,1287.94
63042,,A,18.29,12.73,12.73,5.5,36.52,36.52,33.4009,1219.8,1219.8
63045,,A,17.5,13.58,13.58,6.33,37.41,37.41,33.4009,1249.53,1249.53
63046,,A,16.82,12.9,12.9,5.74,35.46,35.46,33.4009,1184.4,1184.4
63047,,A,14.99,12.03,12.03,4.88,31.9,31.9,33.4009,1065.49,1065.49
63048,,A,3.38,1.13,1.13,1.1,5.61,5.61,33.4009,187.38,187.38
63050,,A,21.46,13.64,13.64,6.85,41.95,41.95,33.4009,1401.17,1401.17
63051,,A,24.87,14.73,14.73,7.55,47.15,47.15,33.4009,1574.85,1574.85
63052,,A,4.14,1.39,1.39,1.35,6.88,6.88,33.4009,229.8,229.8
63053,,A,3.69,1.23,1.23,1.21,6.13,6.13,33.4009,204.75,204.75
63055,,A,22.96,14.98,14.98,8.56,46.5,46.5,33.4009,1553.14,1553.14
63056,,A,21.31,13.59,13.59,7.16,42.06,42.06,33.4009,1404.84,1404.84
63057,,A,5.12,1.73,1.73,1.76,8.61,8.61,33.4009,287.58,287.58
63064,,A,25.56,15.66,15.66,9.25,50.47,50.47,33.4009,1685.74,1685.74
63066,,A,3.18,1.11,1.11,1.33,5.62,5.62,33.4009,187.71,187.71
63075,,A,19.11,13.12,13.12,6.34,38.57,38.57,33.4009,1288.27,1288.27
63076,,A,3.94,1.3,1.3,1.26,6.5,6.5,33.4009,217.11,217.11
63077,,A,22.31,12.21,12.21,4.75,39.27,39.27,33.4009,1311.65,1311.65
63078,,A,3.2,1.12,1.12,1.33,5.65,5.65,33.4009,188.72,188.72
63081,,A,25.45,15.61,15.61,8.64,49.7,49.7,33.4009,1660.02,1660.02
63082,,A,4.25,1.43,1.43,1.43,7.11,7.11,33.4009,237.48,237.48
63085,,A,28.73,16.13,16.13,9.63,54.49,54.49,33.4009,1820.02,1820.02
63086,,A,3.11,0.98,0.98,1.03,5.12,5.12,33.4009,171.01,171.01
63087,,A,36.59,19.06,19.06,12.14,67.79,67.79,33.4009,2264.25,2264.25
63088,,A,4.21,1.37,1.37,1.44,7.02,7.02,33.4009,234.47,234.47
63090,,A,30.16,15.66,15.66,8.73,54.55,54.55,33.4009,1822.02,1822.02
63091,,A,2.95,0.93,0.93,0.85,4.73,4.73,33.4009,157.99,157.99
63101,,A,33.25,20.92,20.92,12.22,66.39,66.39,33.4009,2217.49,2217.49
63102,,A,33.25,20.28,20.28,11.56,65.09,65.09,33.4009,2174.06,2174.06
